question,position,job_title,company,year,source,company_type,seniority,Subject,Model Answer,Hint Suggestion,Approach Suggestion
Explain what recursion is and provide an example.,Software Engineer,Software Developer,"Epic, Uber",2012,manual,industry,mid,DSA,"It is a data structure/algorithm used to organize and process data efficiently to reduce time complexity and improve performance.
Common operations include insert, delete, search and traversal.",Identify the main concept in: 'Explain what recursion is and provide an example.'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
How would you migrate a monolith application to microservices?,Software Engineer,Engineering Manager,Uber,2024,manual,bigtech,senior,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'How would you migrate a monolith application to microservices?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you whiteboard a system design for a battle ships game?,Software Engineer,Software Engineer,Uber,2024,manual,bigtech,mid,Computer Networks,"This is a networking concept enabling communication between computers over a network using standardized protocols.
It ensures reliable data transmission and addressing between devices.",Identify the main concept in: 'Can you whiteboard a system design for a battle ships game?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you implement a map data structure using a binary search tree?,Software Engineer,Software Engineer,Uber,2015,manual,bigtech,mid,DSA,"It is a data structure/algorithm used to organize and process data efficiently to reduce time complexity and improve performance.
Common operations include insert, delete, search and traversal.",Identify the main concept in: 'Can you implement a map data structure using a binary search tree?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
What functions should the map data structure have?,Software Engineer,Software Engineer,Uber,2015,manual,bigtech,mid,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'What functions should the map data structure have?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Explain object-oriented design principles and how you have applied them in previous projects.,Software Engineer,Software Engineer,Uber,2015,manual,bigtech,mid,Computer Networks,"This is a networking concept enabling communication between computers over a network using standardized protocols.
It ensures reliable data transmission and addressing between devices.",Identify the main concept in: 'Explain object-oriented design principles and how you have applied them in previous projects.'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
"Can you discuss your experience with data structures, particularly with hashtables?",Software Engineer,Software Engineer,Uber,2015,manual,bigtech,mid,DSA,"It is a data structure/algorithm used to organize and process data efficiently to reduce time complexity and improve performance.
Common operations include insert, delete, search and traversal.","Identify the main concept in: 'Can you discuss your experience with data structures, particularly with hashtables?'. What problem does it solve?","Answer in 3 parts: definition, working, and example."
Do you have a strong understanding of Linux fundamentals?,DevOps Engineer,Devops Engineer,Uber,2015,manual,bigtech,mid,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Do you have a strong understanding of Linux fundamentals?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
How comfortable are you with string processing?,Software Engineer,Senior Software Engineer,Uber,2015,manual,bigtech,senior,Operating System,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'How comfortable are you with string processing?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Do you have experience with numerical related algorithms?,Software Engineer,Senior Software Engineer,Uber,2015,manual,bigtech,senior,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Do you have experience with numerical related algorithms?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
How would you approach graph/DFS type problems?,ML & Data,Machine Learning Engineer,Uber,2018,manual,bigtech,mid,DSA,"It is a data structure/algorithm used to organize and process data efficiently to reduce time complexity and improve performance.
Common operations include insert, delete, search and traversal.",Identify the main concept in: 'How would you approach graph/DFS type problems?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you make a scheduler in JavaScript with a given concurrency?,Software Engineer,Software Engineer-II,Uber,2018,manual,bigtech,mid,Computer Networks,"This is a networking concept enabling communication between computers over a network using standardized protocols.
It ensures reliable data transmission and addressing between devices.",Identify the main concept in: 'Can you make a scheduler in JavaScript with a given concurrency?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you write an equation to optimize marketing spend between Facebook and Twitter campaigns?,ML & Data,Analyst (Data Science),Uber,2016,manual,bigtech,mid,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Can you write an equation to optimize marketing spend between Facebook and Twitter campaigns?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you discuss algorithms related to strings and hashing?,Software Engineer,Software Engineer,Uber,2016,manual,bigtech,mid,DSA,"It is a data structure/algorithm used to organize and process data efficiently to reduce time complexity and improve performance.
Common operations include insert, delete, search and traversal.",Identify the main concept in: 'Can you discuss algorithms related to strings and hashing?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Design an algorithm to operate elevators to pick up people on different floors of a building.,Software Engineer,Software Engineer,Uber,2016,manual,bigtech,mid,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Design an algorithm to operate elevators to pick up people on different floors of a building.'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you provide an example of a non-trivial SQL query?,Data Analyst,Global Data Analyst,Uber,2016,manual,bigtech,mid,DBMS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Can you provide an example of a non-trivial SQL query?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
"Have you worked with multisource BFS before? If so, can you provide an example?",Software Engineer,Software Development Engineer,Uber,2019,manual,bigtech,mid,General CS,"Write a structured answer:
Definition → Working → Example → Use-case","Identify the main concept in: 'Have you worked with multisource BFS before? If so, can you provide an example?'. What problem does it solve?","Answer in 3 parts: definition, working, and example."
Can you explain the concept of trie data structure?,Software Engineer,Software Development Engineer,Uber,2019,manual,bigtech,mid,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Can you explain the concept of trie data structure?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you find a number in a sorted matrix with rows and columns in linear time?,Software Engineer,Software Development Engineer,Uber,2019,manual,bigtech,mid,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Can you find a number in a sorted matrix with rows and columns in linear time?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you discuss your experience with algorithms and architecture?,Software Engineer,Senior Software Engineer,"Google, Uber",2014,manual,bigtech,senior,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Can you discuss your experience with algorithms and architecture?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
What is your knowledge of distribution networks?,Product Manager,Senior Product Manager,Uber,2022,manual,bigtech,senior,Computer Networks,"This is a networking concept enabling communication between computers over a network using standardized protocols.
It ensures reliable data transmission and addressing between devices.",Identify the main concept in: 'What is your knowledge of distribution networks?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
What is your experience with machine learning and standard algorithms?,Software Engineer,Software Engineer,Uber,2021,manual,bigtech,mid,General CS,"Your experience with machine learning and standard algorithms is a fundamental concept in computer science explaining how a component or system works.
Include definition, working and example for full marks.",Identify the main concept in: 'What is your experience with machine learning and standard algorithms?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you describe your experience with general algorithm problem solving?,Software Engineer,St Software Engineer,Uber,2021,manual,bigtech,mid,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Can you describe your experience with general algorithm problem solving?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you explain the implementation of the k-means algorithm?,ML & Data,Machine Learning Engineer,Uber,2021,manual,bigtech,mid,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Can you explain the implementation of the k-means algorithm?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
How to check if a given list of alphanumeric events is sorted or not?,Software Engineer,Senior Software Engineer,Uber,2020,manual,bigtech,senior,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'How to check if a given list of alphanumeric events is sorted or not?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Design a mapping application that can find the best route between two coordinates.,Software Engineer,Software Development Manager,Uber,2017,manual,bigtech,senior,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Design a mapping application that can find the best route between two coordinates.'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you explain how you would implement a Rate Limiter?,Software Engineer,Software Engineer(Internship),"Atlassian, Uber",2017,manual,bigtech,junior,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Can you explain how you would implement a Rate Limiter?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Explain front-end architecture and design.,Frontend Developer,Front End Engineer,Uber,2017,manual,bigtech,mid,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Explain front-end architecture and design.'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Implement a front-end component using HTML/CSS and vanilla JavaScript.,Frontend Developer,Front End Engineer,Uber,2017,manual,bigtech,mid,Computer Networks,"This is a networking concept enabling communication between computers over a network using standardized protocols.
It ensures reliable data transmission and addressing between devices.",Identify the main concept in: 'Implement a front-end component using HTML/CSS and vanilla JavaScript.'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
What is the process of data analysis?,Data Analyst,Data Analyst Intern,"Sea, Uber",2021,manual,industry,junior,Operating System,"The process of data analysis is a fundamental concept in computer science explaining how a component or system works.
Include definition, working and example for full marks.",Identify the main concept in: 'What is the process of data analysis?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you describe a general system design round related to traffic control systems?,Software Engineer,Software Engineer,Uber,2018,manual,bigtech,mid,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Can you describe a general system design round related to traffic control systems?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you solve a valid parenthesis problem with modifications?,Software Engineer,Software Engineer,Uber,2018,manual,bigtech,mid,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Can you solve a valid parenthesis problem with modifications?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you solve realistic data structure and algorithms problems?,Software Engineer,Software Engineer II,Uber,2018,manual,bigtech,mid,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Can you solve realistic data structure and algorithms problems?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
"Given an integer array, find the number of triplets that have a sum greater than a specified value.",Software Engineer,Software Engineer,Uber,2018,manual,bigtech,mid,Computer Networks,"This is a networking concept enabling communication between computers over a network using standardized protocols.
It ensures reliable data transmission and addressing between devices.","Identify the main concept in: 'Given an integer array, find the number of triplets that have a sum greater than a specified value.'. What problem does it solve?","Answer in 3 parts: definition, working, and example."
Can you discuss dynamic programming problems related to strings?,Cross Platform (Mobile),Senior Mobile Engineer,Uber,2018,manual,bigtech,senior,DSA,"It is a data structure/algorithm used to organize and process data efficiently to reduce time complexity and improve performance.
Common operations include insert, delete, search and traversal.",Identify the main concept in: 'Can you discuss dynamic programming problems related to strings?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Have you worked with Blocking queue before?,Software Engineer,Senior Software Engineer,Uber,2018,manual,bigtech,senior,DSA,"It is a data structure/algorithm used to organize and process data efficiently to reduce time complexity and improve performance.
Common operations include insert, delete, search and traversal.",Identify the main concept in: 'Have you worked with Blocking queue before?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you solve a graph algorithm problem using BFS/DFS?,Backend Developer,Backend Engineer,Uber,2018,manual,bigtech,mid,DSA,"It is a data structure/algorithm used to organize and process data efficiently to reduce time complexity and improve performance.
Common operations include insert, delete, search and traversal.",Identify the main concept in: 'Can you solve a graph algorithm problem using BFS/DFS?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Have you ever written an API using Flask before?,Software Engineer,Software Engineer,Uber,2013,manual,bigtech,mid,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Have you ever written an API using Flask before?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Could you share a machine learning project you've worked on?,ML & Data,Data Scientist,Uber,2018,manual,bigtech,mid,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Could you share a machine learning project you've worked on?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
How would you design a system for an autonomous car to collect and push data?,ML & Data,May BE Machine Learning Engineer,Uber,2018,manual,bigtech,mid,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'How would you design a system for an autonomous car to collect and push data?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
What is your understanding of tree data structures?,Software Engineer,Software Engineer(Internship),Uber,2024,manual,bigtech,junior,DSA,"It is a data structure/algorithm used to organize and process data efficiently to reduce time complexity and improve performance.
Common operations include insert, delete, search and traversal.",Identify the main concept in: 'What is your understanding of tree data structures?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you describe your experience with dynamic programming?,Software Engineer,Software Engineer(Internship),"Google, Uber",2024,manual,bigtech,junior,DSA,"It is a data structure/algorithm used to organize and process data efficiently to reduce time complexity and improve performance.
Common operations include insert, delete, search and traversal.",Identify the main concept in: 'Can you describe your experience with dynamic programming?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you sort an array after converting elements to their squares?,iOS Developer,Senior IOS Engineer,Uber,2019,manual,bigtech,senior,DSA,"It is a data structure/algorithm used to organize and process data efficiently to reduce time complexity and improve performance.
Common operations include insert, delete, search and traversal.",Identify the main concept in: 'Can you sort an array after converting elements to their squares?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you sort an array using only the given Reverse function?,Software Engineer,Staff Software Engineer,Uber,2019,manual,bigtech,senior,DSA,"It is a data structure/algorithm used to organize and process data efficiently to reduce time complexity and improve performance.
Common operations include insert, delete, search and traversal.",Identify the main concept in: 'Can you sort an array using only the given Reverse function?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
What are the different components involved in managing workflows and tasks?,Software Engineer,Staff Software Engineer,Uber,2019,manual,bigtech,senior,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'What are the different components involved in managing workflows and tasks?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you explain how to find the occurrences of a number in a sorted array that includes duplicates?,iOS Developer,Senior IOS Engineer,Uber,2019,manual,bigtech,senior,DSA,"It is a data structure/algorithm used to organize and process data efficiently to reduce time complexity and improve performance.
Common operations include insert, delete, search and traversal.",Identify the main concept in: 'Can you explain how to find the occurrences of a number in a sorted array that includes duplicates?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
How do you find an anomaly in a distribution?,ML & Data,Data Scientist,Uber,2016,manual,bigtech,mid,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'How do you find an anomaly in a distribution?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
How do you investigate that a certain trend in a distribution is due to anomaly?,ML & Data,Data Scientist,Uber,2016,manual,bigtech,mid,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'How do you investigate that a certain trend in a distribution is due to anomaly?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you explain your experience with backtracking?,Software Engineer,Software Engineer,Uber,2023,manual,bigtech,mid,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Can you explain your experience with backtracking?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Implement an LRU cache.,Software Engineer,Senior Software Engineer,"Bloomberg LP, Microsoft, Uber",2021,manual,industry,senior,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Implement an LRU cache.'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
"How did you approach solving a case using SQL with 4 tables, including joins and window functions?",ML & Data,Senior Data Scientist,Uber,2023,manual,bigtech,senior,DBMS,"Write a structured answer:
Definition → Working → Example → Use-case","Identify the main concept in: 'How did you approach solving a case using SQL with 4 tables, including joins and window functions?'. What problem does it solve?","Answer in 3 parts: definition, working, and example."
Can you explain a Leetcode hard problem related to graphs and DFS?,Software Engineer,Software Development Engineer,Uber,2023,manual,bigtech,mid,DSA,"It is a data structure/algorithm used to organize and process data efficiently to reduce time complexity and improve performance.
Common operations include insert, delete, search and traversal.",Identify the main concept in: 'Can you explain a Leetcode hard problem related to graphs and DFS?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
How do you select a random row from a table?,ML & Data,Senior Data Scientist,Uber,2023,manual,bigtech,senior,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'How do you select a random row from a table?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
What are the possible types defined for a Token in the Token class/struct to represent an arithmetic expression?,Software Engineer,Software Engineer,Uber,2016,manual,bigtech,mid,General CS,"The concept is a fundamental concept in computer science explaining how a component or system works.
Include definition, working and example for full marks.",Identify the main concept in: 'What are the possible types defined for a Token in the Token class/struct to represent an arithmetic expression?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Find the maximum sum of non-adjacent elements in an array of integers.,Software Engineer,Software Engineer,Uber,2016,manual,bigtech,mid,DSA,"It is a data structure/algorithm used to organize and process data efficiently to reduce time complexity and improve performance.
Common operations include insert, delete, search and traversal.",Identify the main concept in: 'Find the maximum sum of non-adjacent elements in an array of integers.'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you input a string and output the number of words?,Software Engineer,Software Engineer,Uber,2015,manual,bigtech,mid,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Can you input a string and output the number of words?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you explain how you would determine if a new word is an anagram of a word in a given list?,Software Engineer,Software Engineer,Uber,2015,manual,bigtech,mid,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Can you explain how you would determine if a new word is an anagram of a word in a given list?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you design a large scale web-based Service-oriented Architecture (SoA) for mobile clients with location awareness?,Software Engineer,Senior Software Engineer,Uber,2015,manual,bigtech,senior,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Can you design a large scale web-based Service-oriented Architecture (SoA) for mobile clients with location awareness?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
How would you implement a rate limiter for a web service?,Software Engineer,Software Engineer,Uber,2015,manual,bigtech,mid,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'How would you implement a rate limiter for a web service?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
What are the assumptions for linear regression?,ML & Data,Data Science Intern,"KPMG, Uber",2020,manual,industry,junior,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'What are the assumptions for linear regression?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
What is binary search and how is it used?,Software Engineer,Software Development Engineer,Uber,2017,manual,bigtech,mid,General CS,"Binary search and how is it used is a fundamental concept in computer science explaining how a component or system works.
Include definition, working and example for full marks.",Identify the main concept in: 'What is binary search and how is it used?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you describe Breadth-First Search (BFS) and its significance?,Software Engineer,Software Development Engineer,Uber,2017,manual,bigtech,mid,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Can you describe Breadth-First Search (BFS) and its significance?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Have you worked on designing systems similar to Twitter? Can you discuss your approach?,Software Engineer,Software Development Engineer,Uber,2017,manual,bigtech,mid,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Have you worked on designing systems similar to Twitter? Can you discuss your approach?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you design an API rate limiter?,Software Engineer,Software Engineer,Uber,2018,manual,bigtech,mid,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Can you design an API rate limiter?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you explain the concept of reservoir sampling?,Software Engineer,Software Engineer,Uber,2018,manual,bigtech,mid,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Can you explain the concept of reservoir sampling?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you give an example of a time you had to work with arrays?,Data Engineer,Data Engineer,Uber,2018,manual,bigtech,mid,DSA,"It is a data structure/algorithm used to organize and process data efficiently to reduce time complexity and improve performance.
Common operations include insert, delete, search and traversal.",Identify the main concept in: 'Can you give an example of a time you had to work with arrays?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Find the length of the longest connected component in a 2D grid.,Software Engineer,Software Engineer(Internship),Uber,2018,manual,bigtech,junior,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Find the length of the longest connected component in a 2D grid.'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Design a feature for scrolling up on Instagram.,Software Engineer,Senior Software Engineer,Uber,2019,manual,bigtech,senior,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Design a feature for scrolling up on Instagram.'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Explain the architecture for a Battleship game.,Android Developer,Android Developer At Uber Payments (Amsterdam),Uber,2018,manual,bigtech,mid,Computer Networks,"This is a networking concept enabling communication between computers over a network using standardized protocols.
It ensures reliable data transmission and addressing between devices.",Identify the main concept in: 'Explain the architecture for a Battleship game.'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you describe your experience with LeetCode?,Software Engineer,Senior Software Engineer,"Confluent, Meta, Uber",2018,manual,industry,senior,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Can you describe your experience with LeetCode?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you explain what cross-validation is?,ML & Data,AI/ML Engineer Intern,"Oracle, Uber",2023,manual,bigtech,junior,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Can you explain what cross-validation is?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you explain how you would approach string manipulation using a greedy approach?,Software Engineer,Software Engineer,Uber,2023,manual,bigtech,mid,Computer Networks,"This is a networking concept enabling communication between computers over a network using standardized protocols.
It ensures reliable data transmission and addressing between devices.",Identify the main concept in: 'Can you explain how you would approach string manipulation using a greedy approach?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
What is your proficiency level with Excel?,ML & Data,Data Scientist Intern,Uber,2023,manual,bigtech,junior,General CS,"Your proficiency level with excel is a fundamental concept in computer science explaining how a component or system works.
Include definition, working and example for full marks.",Identify the main concept in: 'What is your proficiency level with Excel?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
What are the main headers of web security?,Cybersecurity Engineer,Security Analyst/Pentester,Uber,2023,manual,bigtech,mid,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'What are the main headers of web security?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
What does the inequality expression 'n<=a[i]/i+1<=m' represent?,ML & Data,Machine Learning Engineer,Uber,2021,manual,bigtech,mid,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'What does the inequality expression 'n<=a[i]/i+1<=m' represent?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you explain a variant of Dijkstra's algorithm?,Software Engineer,Software Development Engineer (SDE),Uber,2022,manual,bigtech,mid,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Can you explain a variant of Dijkstra's algorithm?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you explain how you would implement a car hiring model like Uber?,Software Engineer,Software Development Engineer (SDE),Uber,2022,manual,bigtech,mid,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Can you explain how you would implement a car hiring model like Uber?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you explain how to search for the minimum value in a rotated array?,Software Engineer,Software Engineer I,Uber,2022,manual,bigtech,junior,DSA,"It is a data structure/algorithm used to organize and process data efficiently to reduce time complexity and improve performance.
Common operations include insert, delete, search and traversal.",Identify the main concept in: 'Can you explain how to search for the minimum value in a rotated array?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Write a currency converter function.,Software Engineer,Software Engineer,Uber,2022,manual,bigtech,mid,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Write a currency converter function.'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
What is your understanding of BFS (Breadth-First Search)?,Software Engineer,Senior Software Engineer,"Palantir, Uber",2022,manual,bigtech,senior,General CS,"Your understanding of bfs (breadth-first search) is a fundamental concept in computer science explaining how a component or system works.
Include definition, working and example for full marks.",Identify the main concept in: 'What is your understanding of BFS (Breadth-First Search)?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
How would you construct a binary tree from an inorder traversal and a preorder traversal?,Software Engineer,Software Engineer,Uber,2019,manual,bigtech,mid,DSA,"It is a data structure/algorithm used to organize and process data efficiently to reduce time complexity and improve performance.
Common operations include insert, delete, search and traversal.",Identify the main concept in: 'How would you construct a binary tree from an inorder traversal and a preorder traversal?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you describe how to perform inorder traversal iteratively on a binary tree?,Software Engineer,Software Engineer,Uber,2019,manual,bigtech,mid,DSA,"It is a data structure/algorithm used to organize and process data efficiently to reduce time complexity and improve performance.
Common operations include insert, delete, search and traversal.",Identify the main concept in: 'Can you describe how to perform inorder traversal iteratively on a binary tree?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you implement a function that accepts an array of currency rates and an array of currency conversion queries?,Software Engineer,Software Engineer,Uber,2023,manual,bigtech,mid,DSA,"It is a data structure/algorithm used to organize and process data efficiently to reduce time complexity and improve performance.
Common operations include insert, delete, search and traversal.",Identify the main concept in: 'Can you implement a function that accepts an array of currency rates and an array of currency conversion queries?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you solve a simple programming problem related to concurrency?,Software Engineer,Software Engineer,Uber,2023,manual,bigtech,mid,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Can you solve a simple programming problem related to concurrency?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you implement an LRU cache with get and set operations in constant time O(1)?,Software Engineer,Software Engineer,Uber,2014,manual,bigtech,mid,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Can you implement an LRU cache with get and set operations in constant time O(1)?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
How do you typically debug an application?,Site Reliability Engineer,Software Engineer - SRE (Lithuania),Uber,2016,manual,bigtech,mid,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'How do you typically debug an application?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
What are some Unix fundamentals you are familiar with?,Site Reliability Engineer,Software Engineer - SRE (Lithuania),Uber,2016,manual,bigtech,mid,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'What are some Unix fundamentals you are familiar with?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you explain how a fork bomb written in bash works?,Site Reliability Engineer,Software Engineer - SRE (Lithuania),Uber,2016,manual,bigtech,mid,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Can you explain how a fork bomb written in bash works?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
What do you know about storage and input/output (io)?,Site Reliability Engineer,Software Engineer - SRE (Lithuania),Uber,2016,manual,bigtech,mid,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'What do you know about storage and input/output (io)?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
