question,position,job_title,company,year,source,company_type,seniority,Subject,Model Answer,Hint Suggestion,Approach Suggestion
How do you convert a given number to a single digit number using the sum of its digits?,Software Engineer,Software Development Engineer,Adobe,2024,manual,bigtech,mid,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'How do you convert a given number to a single digit number using the sum of its digits?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you discuss your experience with compilers?,Software Engineer,Software Engineer,"Adobe, Tech Mahindra",2009,manual,bigtech,mid,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Can you discuss your experience with compilers?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Fetch elements of a 2-D array spirally.,Software Engineer,Software Engineer II,Adobe,2009,manual,bigtech,mid,DSA,"It is a data structure/algorithm used to organize and process data efficiently to reduce time complexity and improve performance.
Common operations include insert, delete, search and traversal.",Identify the main concept in: 'Fetch elements of a 2-D array spirally.'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Do you have experience with string manipulation?,Software Engineer,Software Engineer,"Adobe, Autodesk, Bloomberg LP, JPMorgan Chase & Co., Meta, Microsoft, OVO, Thumbtack",2009,manual,bigtech,mid,Computer Networks,"This is a networking concept enabling communication between computers over a network using standardized protocols.
It ensures reliable data transmission and addressing between devices.",Identify the main concept in: 'Do you have experience with string manipulation?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
What development tool did you use to develop your project?,QA/Testing,QA,Adobe,2021,manual,bigtech,mid,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'What development tool did you use to develop your project?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you explain your experience with advanced SQL concepts such as JOIN and Subqueries?,ML & Data,Data Scientist,Adobe,2021,manual,,,DBMS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Can you explain your experience with advanced SQL concepts such as JOIN and Subqueries?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Discuss multithreading and its importance.,Software Engineer,Software Engineer LTE,"Adobe, Qualcomm",2017,manual,bigtech,mid,Operating System,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Discuss multithreading and its importance.'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
How can you determine whether an integer number is a palindrome or not?,Android Developer,Senior Software Engineer - Android,Adobe,2024,manual,bigtech,senior,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'How can you determine whether an integer number is a palindrome or not?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you explain a programming question related to finding common characters?,QA/Testing,Software Engineer II White Box Testing In Java,Adobe,2014,manual,bigtech,mid,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Can you explain a programming question related to finding common characters?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
What is the process of OS booting?,QA/Testing,Software Engineer II White Box Testing In Java,Adobe,2014,manual,bigtech,mid,Operating System,"The process of os booting is a fundamental concept in computer science explaining how a component or system works.
Include definition, working and example for full marks.",Identify the main concept in: 'What is the process of OS booting?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
What streaming protocol have you used?,Software Engineer,Software Developer,Adobe,2014,manual,bigtech,mid,Computer Networks,"This is a networking concept enabling communication between computers over a network using standardized protocols.
It ensures reliable data transmission and addressing between devices.",Identify the main concept in: 'What streaming protocol have you used?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
How can you find the position of the first 1 in an infinite array of sorted 0s and 1s?,Software Engineer,Software Development Engineer (SDE),Adobe,2022,manual,bigtech,mid,Computer Networks,"It is a data structure/algorithm used to organize and process data efficiently to reduce time complexity and improve performance.
Common operations include insert, delete, search and traversal.",Identify the main concept in: 'How can you find the position of the first 1 in an infinite array of sorted 0s and 1s?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
What is the difference between processes and threads?,Software Engineer,Software Engineer,"Adobe, Capgemini, Citrix, MSD, Microsoft, NetApp, UKG (Ultimate Kronos Group)",2019,manual,bigtech,mid,Operating System,"Key Differences:
• Definition and purpose differ
• Usage scenarios are different
• Performance/behavior varies
Provide one example for each.",Identify the main concept in: 'What is the difference between processes and threads?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you find the maximum contiguous subarray sum in a given array?,Software Engineer,Member Of Technical Staff,Adobe,2020,manual,bigtech,senior,DSA,"It is a data structure/algorithm used to organize and process data efficiently to reduce time complexity and improve performance.
Common operations include insert, delete, search and traversal.",Identify the main concept in: 'Can you find the maximum contiguous subarray sum in a given array?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Are you familiar with Leetcode challenges?,Software Engineer,Internship Java Developer,Adobe,2020,manual,bigtech,junior,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Are you familiar with Leetcode challenges?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
How will the servers in VPC A communicate with the servers in VPC B?,SysOps Engineer,Cloud Deployment Engineer,Adobe,2018,manual,bigtech,mid,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'How will the servers in VPC A communicate with the servers in VPC B?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you determine if the leaves of a binary tree are at the same level?,Software Engineer,Member Of Technical Staff,Adobe,2018,manual,bigtech,senior,DSA,"It is a data structure/algorithm used to organize and process data efficiently to reduce time complexity and improve performance.
Common operations include insert, delete, search and traversal.",Identify the main concept in: 'Can you determine if the leaves of a binary tree are at the same level?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
What are your basic technical skills in C and JAVA?,Software Engineer,Software Engineer,Adobe,2018,manual,bigtech,mid,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'What are your basic technical skills in C and JAVA?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
How would you sort a list of strings with numbers written in English by their value?,Software Engineer,Software Engineer(Internship),Adobe,2017,manual,bigtech,junior,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'How would you sort a list of strings with numbers written in English by their value?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
What is the method for providing one and only one object of a specific type in python?,Software Engineer,Software Engineer(Internship),Adobe,2017,manual,bigtech,junior,General CS,"The method for providing one and only one object of a specific type in python is a fundamental concept in computer science explaining how a component or system works.
Include definition, working and example for full marks.",Identify the main concept in: 'What is the method for providing one and only one object of a specific type in python?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Are you proficient in JavaScript?,Frontend Developer,Software Engineer - Front End,"Adobe, C3 AI, Hinge Health, UST",2017,manual,bigtech,mid,Computer Networks,"This is a networking concept enabling communication between computers over a network using standardized protocols.
It ensures reliable data transmission and addressing between devices.",Identify the main concept in: 'Are you proficient in JavaScript?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you explain how you would design a system for a photo webapp?,Software Engineer,Senior Software Engineer,Adobe,2017,manual,bigtech,senior,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Can you explain how you would design a system for a photo webapp?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
What is the difference between a hash tree and a hash map?,Software Engineer,Software Engineer,Adobe,2017,manual,bigtech,mid,DSA,"Key Differences:
• Definition and purpose differ
• Usage scenarios are different
• Performance/behavior varies
Provide one example for each.",Identify the main concept in: 'What is the difference between a hash tree and a hash map?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
What are some basic problem solving skills you possess?,Software Engineer,Software Engineer,Adobe,2012,manual,bigtech,mid,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'What are some basic problem solving skills you possess?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
What is DEP/ASLR and where are these concepts applied?,Cybersecurity Engineer,Security Research Intern,Adobe,2012,manual,bigtech,junior,General CS,"Dep/aslr and where are these concepts applied is a fundamental concept in computer science explaining how a component or system works.
Include definition, working and example for full marks.",Identify the main concept in: 'What is DEP/ASLR and where are these concepts applied?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
How would you find a pair of numbers in an array that adds up to a specific target sum?,Software Engineer,Software Engineer(Internship),Adobe,2020,manual,bigtech,junior,DSA,"It is a data structure/algorithm used to organize and process data efficiently to reduce time complexity and improve performance.
Common operations include insert, delete, search and traversal.",Identify the main concept in: 'How would you find a pair of numbers in an array that adds up to a specific target sum?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Explain how you would search for a specific value in a binary search tree (BST).,Software Engineer,Software Engineer(Internship),Adobe,2020,manual,bigtech,junior,DSA,"It is a data structure/algorithm used to organize and process data efficiently to reduce time complexity and improve performance.
Common operations include insert, delete, search and traversal.",Identify the main concept in: 'Explain how you would search for a specific value in a binary search tree (BST).'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
What is multifactor authentication?,Cybersecurity Engineer,Information Security Analyst,Adobe,2020,manual,bigtech,mid,General CS,"Multifactor authentication is a fundamental concept in computer science explaining how a component or system works.
Include definition, working and example for full marks.",Identify the main concept in: 'What is multifactor authentication?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
What's XSS?,Cybersecurity Engineer,Information Security Analyst,Adobe,2020,manual,bigtech,mid,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'What's XSS?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Would you use MD5 for password protection?,Cybersecurity Engineer,Information Security Analyst,Adobe,2020,manual,bigtech,mid,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Would you use MD5 for password protection?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you explain your understanding of logical programming concepts?,Software Engineer,Member Of Technical Staff,Adobe,2015,manual,bigtech,senior,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Can you explain your understanding of logical programming concepts?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
How to print the right view of a binary tree?,Software Engineer,Member Of Technical Staff,Adobe,2016,manual,bigtech,senior,DSA,"It is a data structure/algorithm used to organize and process data efficiently to reduce time complexity and improve performance.
Common operations include insert, delete, search and traversal.",Identify the main concept in: 'How to print the right view of a binary tree?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
How to design an immutable class?,Software Engineer,Member Of Technical Staff,Adobe,2016,manual,bigtech,senior,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'How to design an immutable class?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
How would you sort a large file with limited RAM?,Software Engineer,Software Engineer,Adobe,2016,manual,bigtech,mid,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'How would you sort a large file with limited RAM?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you write a program to perform threading and multi-threading?,Software Engineer,Senior Software Engineer,Adobe,2016,manual,bigtech,senior,Operating System,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Can you write a program to perform threading and multi-threading?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Explain how you would sort a list of IP addresses.,Software Engineer,Software Engineer,Adobe,2016,manual,bigtech,mid,Computer Networks,"This is a networking concept enabling communication between computers over a network using standardized protocols.
It ensures reliable data transmission and addressing between devices.",Identify the main concept in: 'Explain how you would sort a list of IP addresses.'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you explain the differences between KNN and K Means?,Software Engineer,Software Engineer(Internship),Adobe,2020,manual,bigtech,junior,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Can you explain the differences between KNN and K Means?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Have you created manual test cases before?,QA/Testing,Software QA Engineer,Adobe,2020,manual,bigtech,mid,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Have you created manual test cases before?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
"Are you comfortable writing database queries, including joins?",QA/Testing,Software QA Engineer,Adobe,2020,manual,bigtech,mid,DBMS,"A DBMS is software that manages databases and allows storing, retrieving, updating and securing data efficiently.
It ensures data integrity, security and concurrency control.
Examples: MySQL, PostgreSQL, Oracle.","Identify the main concept in: 'Are you comfortable writing database queries, including joins?'. What problem does it solve?","Answer in 3 parts: definition, working, and example."
Can you explain how to perform Zigzag traversal of matrices?,Software Engineer,SDE-1,Adobe,2019,manual,bigtech,mid,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Can you explain how to perform Zigzag traversal of matrices?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you explain how to print a matrix in a spiral pattern?,Software Engineer,Senior Software Engineer,"Adobe, Oracle",2019,manual,bigtech,senior,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Can you explain how to print a matrix in a spiral pattern?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you explain how to calculate the number of set bits in a given number?,Software Engineer,Senior Software Engineer,Adobe,2019,manual,bigtech,senior,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Can you explain how to calculate the number of set bits in a given number?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
What are your thoughts on React and Java OOPs concepts?,Frontend Developer,Front End Engineer,Adobe,2022,manual,bigtech,mid,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'What are your thoughts on React and Java OOPs concepts?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you demonstrate your React skills?,Frontend Developer,Front End Engineer,Adobe,2022,manual,bigtech,mid,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Can you demonstrate your React skills?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you describe how processes work in operating systems?,Software Engineer,Software Engineer,Adobe,2022,manual,bigtech,mid,Operating System,"An Operating System is system software that manages hardware resources, memory, processes and files.
It acts as an interface between user and hardware and runs application programs.
Examples: Windows, Linux, Android.",Identify the main concept in: 'Can you describe how processes work in operating systems?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Differences between normalization vs denormalization?,Data Analyst,Graduate Data Analyst,Adobe,2022,manual,bigtech,junior,DBMS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Differences between normalization vs denormalization?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
What do you know about Promises in JavaScript?,Full Stack Developer,Full Stack Engineer,Adobe,2022,manual,bigtech,mid,Computer Networks,"This is a networking concept enabling communication between computers over a network using standardized protocols.
It ensures reliable data transmission and addressing between devices.",Identify the main concept in: 'What do you know about Promises in JavaScript?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you discuss Closures in JavaScript?,Full Stack Developer,Full Stack Engineer,Adobe,2022,manual,bigtech,mid,Computer Networks,"This is a networking concept enabling communication between computers over a network using standardized protocols.
It ensures reliable data transmission and addressing between devices.",Identify the main concept in: 'Can you discuss Closures in JavaScript?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Explain how backpropagation works and its mathematical principles.,ML & Data,Machine Learning Research,Adobe,2020,manual,bigtech,mid,Computer Networks,"This is a networking concept enabling communication between computers over a network using standardized protocols.
It ensures reliable data transmission and addressing between devices.",Identify the main concept in: 'Explain how backpropagation works and its mathematical principles.'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you determine if an incoming stream of bits is divisible by 3?,Software Engineer,Member of Technical Staff(MTS),Adobe,2020,manual,bigtech,senior,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Can you determine if an incoming stream of bits is divisible by 3?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Have you ever implemented GAN and auto encoders in a project?,Software Engineer,"Software Engineer, Machine Intelligence",Adobe,2020,manual,bigtech,mid,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Have you ever implemented GAN and auto encoders in a project?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
What are the differences between linked lists and arrays?,Software Engineer,Software Engineer(Internship),"Adobe, Cerner Corporation",2020,manual,bigtech,junior,DSA,"It is a data structure/algorithm used to organize and process data efficiently to reduce time complexity and improve performance.
Common operations include insert, delete, search and traversal.",Identify the main concept in: 'What are the differences between linked lists and arrays?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you explain how promises function in Javascript?,Frontend Developer,Front End Engineer,Adobe,2021,manual,bigtech,mid,Computer Networks,"This is a networking concept enabling communication between computers over a network using standardized protocols.
It ensures reliable data transmission and addressing between devices.",Identify the main concept in: 'Can you explain how promises function in Javascript?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
What are the basic concepts of C++ and OOPS?,Software Engineer,Software Engineer Intern,Adobe,2021,manual,bigtech,junior,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'What are the basic concepts of C++ and OOPS?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
"Can you explain arrays, linked lists, and trees?",Software Engineer,Software Engineer,Adobe,2018,manual,bigtech,mid,DSA,"It is a data structure/algorithm used to organize and process data efficiently to reduce time complexity and improve performance.
Common operations include insert, delete, search and traversal.","Identify the main concept in: 'Can you explain arrays, linked lists, and trees?'. What problem does it solve?","Answer in 3 parts: definition, working, and example."
What are some OS (Operating System) concepts that you are familiar with?,Software Engineer,Software Engineer,Adobe,2018,manual,bigtech,mid,Operating System,"An Operating System is system software that manages hardware resources, memory, processes and files.
It acts as an interface between user and hardware and runs application programs.
Examples: Windows, Linux, Android.",Identify the main concept in: 'What are some OS (Operating System) concepts that you are familiar with?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you invert a binary tree recursively?,Software Engineer,Software Engineer(Internship),Adobe,2018,manual,bigtech,junior,DSA,"It is a data structure/algorithm used to organize and process data efficiently to reduce time complexity and improve performance.
Common operations include insert, delete, search and traversal.",Identify the main concept in: 'Can you invert a binary tree recursively?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you determine if two strings are anagrams or not?,QA/Testing,QA Lead,Adobe,2018,manual,bigtech,senior,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Can you determine if two strings are anagrams or not?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Compare React with other JavaScript frameworks.,Software Engineer,Senior Software Engineer,Adobe,2018,manual,bigtech,senior,Computer Networks,"This is a networking concept enabling communication between computers over a network using standardized protocols.
It ensures reliable data transmission and addressing between devices.",Identify the main concept in: 'Compare React with other JavaScript frameworks.'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Describe how a secure transaction works on the internet.,Software Engineer,Senior Software Engineer,Adobe,2018,manual,bigtech,senior,DBMS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Describe how a secure transaction works on the internet.'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you explain how React works?,Software Engineer,Software Engineer Intern,"Adobe, Autodesk, Smartsheet",2022,manual,bigtech,junior,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Can you explain how React works?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you explain the concept of normalization in database management systems?,Software Engineer,Software Engineer,"Adobe, Infosys, Tech Mahindra",2022,manual,bigtech,mid,DBMS,"A DBMS is software that manages databases and allows storing, retrieving, updating and securing data efficiently.
It ensures data integrity, security and concurrency control.
Examples: MySQL, PostgreSQL, Oracle.",Identify the main concept in: 'Can you explain the concept of normalization in database management systems?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you explain the implementation of the power function?,Software Engineer,SDE-intern,Adobe,2019,manual,bigtech,junior,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Can you explain the implementation of the power function?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
How would you identify the ancestor node in a tree?,Software Engineer,SDE-intern,Adobe,2019,manual,bigtech,junior,DSA,"It is a data structure/algorithm used to organize and process data efficiently to reduce time complexity and improve performance.
Common operations include insert, delete, search and traversal.",Identify the main concept in: 'How would you identify the ancestor node in a tree?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
How do you create confidence intervals for a finite sampled population?,ML & Data,Data Scientist,Adobe,2017,manual,bigtech,mid,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'How do you create confidence intervals for a finite sampled population?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
How do you handle large datasets?,Data Engineer,Big Data Engineer,Adobe,2017,manual,bigtech,mid,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'How do you handle large datasets?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Are you familiar with DSA (Data Structures and Algorithms)?,Software Engineer,Software Engineer,"Adobe, BNY Mellon",2021,manual,bigtech,mid,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Are you familiar with DSA (Data Structures and Algorithms)?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Have you had experience with finding missing elements in a dataset?,ML & Data,Data Science,Adobe,2024,manual,,,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Have you had experience with finding missing elements in a dataset?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
How would you name the files when a user uploads images?,Software Engineer,Software Engineer,Adobe,2015,manual,bigtech,mid,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'How would you name the files when a user uploads images?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Is Javascript considered a scripting or object-oriented language?,Full Stack Developer,Web Developer,Adobe,2015,manual,bigtech,mid,Computer Networks,"This is a networking concept enabling communication between computers over a network using standardized protocols.
It ensures reliable data transmission and addressing between devices.",Identify the main concept in: 'Is Javascript considered a scripting or object-oriented language?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
How do you define code quality?,Software Engineer,Software Engineer(Internship),Adobe,2023,manual,bigtech,junior,General CS,"The concept is a fundamental concept in computer science explaining how a component or system works.
Include definition, working and example for full marks.",Identify the main concept in: 'How do you define code quality?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
What is git rebase?,Software Engineer,Software Engineer,Adobe,2023,manual,bigtech,mid,General CS,"Git rebase is a fundamental concept in computer science explaining how a component or system works.
Include definition, working and example for full marks.",Identify the main concept in: 'What is git rebase?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
How do you handle an imbalanced dataset?,ML & Data,Data Scientist,"AT&T, Adobe",2021,manual,industry,mid,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'How do you handle an imbalanced dataset?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
How would you build an app that recommends restaurants based on geolocation?,Software Engineer,Software Engineer(Internship),Adobe,2019,manual,bigtech,junior,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'How would you build an app that recommends restaurants based on geolocation?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
What are the security features of S3?,Software Engineer,Software Engineer,Adobe,2021,manual,bigtech,mid,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'What are the security features of S3?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you write a function that returns a list of integers whose digits are factors of the number?,Software Engineer,Software Engineer,Adobe,2019,manual,bigtech,mid,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Can you write a function that returns a list of integers whose digits are factors of the number?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Find the height of a tree. Where will the recursive solution fail and how can it be fixed?,Software Engineer,Software Developer,Adobe,2017,manual,bigtech,mid,DSA,"It is a data structure/algorithm used to organize and process data efficiently to reduce time complexity and improve performance.
Common operations include insert, delete, search and traversal.",Identify the main concept in: 'Find the height of a tree. Where will the recursive solution fail and how can it be fixed?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
How do you find if two given nodes are cousins in a binary tree?,Software Engineer,Software Development Engineer (SDE),Adobe,2022,manual,bigtech,mid,DSA,"It is a data structure/algorithm used to organize and process data efficiently to reduce time complexity and improve performance.
Common operations include insert, delete, search and traversal.",Identify the main concept in: 'How do you find if two given nodes are cousins in a binary tree?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Please explain the distinction between content fragments and experience fragments.,Solutions Engineer,Solutions Architect,Adobe,2022,manual,bigtech,senior,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Please explain the distinction between content fragments and experience fragments.'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you design a parser to parse different types of inputs such as xml/json/etc?,QA/Testing,Senior Software Development Engineer In Test,Adobe,2018,manual,bigtech,senior,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Can you design a parser to parse different types of inputs such as xml/json/etc?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Explain pure virtual and virtual functions in Object Oriented Programming.,Software Engineer,MTS1 Software Engineer,Adobe,2021,manual,bigtech,mid,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Explain pure virtual and virtual functions in Object Oriented Programming.'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Provide the logic for arranging an array in an increasing-decreasing pattern.,Software Engineer,MTS1 Software Engineer,Adobe,2021,manual,bigtech,mid,DSA,"It is a data structure/algorithm used to organize and process data efficiently to reduce time complexity and improve performance.
Common operations include insert, delete, search and traversal.",Identify the main concept in: 'Provide the logic for arranging an array in an increasing-decreasing pattern.'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
How comfortable are you with Node.js?,Full Stack Developer,Fullstack Developer,"Adobe, Fidelity Investments",2022,manual,bigtech,mid,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'How comfortable are you with Node.js?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you reverse a linked list without using additional space?,Software Engineer,Software Engineer II,Adobe,2022,manual,bigtech,mid,DSA,"It is a data structure/algorithm used to organize and process data efficiently to reduce time complexity and improve performance.
Common operations include insert, delete, search and traversal.",Identify the main concept in: 'Can you reverse a linked list without using additional space?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Explain the process of serialization and deserialization.,Software Engineer,Member Of Technical Staff,Adobe,2022,manual,bigtech,senior,Operating System,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Explain the process of serialization and deserialization.'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
What is LRU Cache and how does it work?,Software Engineer,Member Of Technical Staff,Adobe,2022,manual,bigtech,senior,General CS,"Lru cache and how does it work is a fundamental concept in computer science explaining how a component or system works.
Include definition, working and example for full marks.",Identify the main concept in: 'What is LRU Cache and how does it work?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
What is threading and what are processes? Can you explain the difference between them?,Software Engineer,Software Engineer II,Adobe,2022,manual,bigtech,mid,Operating System,"Key Differences:
• Definition and purpose differ
• Usage scenarios are different
• Performance/behavior varies
Provide one example for each.",Identify the main concept in: 'What is threading and what are processes? Can you explain the difference between them?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
"Can you design test cases for the CD, Microsoft Font dialogue?",Software Engineer,Software Engineer,Adobe,2014,manual,bigtech,mid,General CS,"Write a structured answer:
Definition → Working → Example → Use-case","Identify the main concept in: 'Can you design test cases for the CD, Microsoft Font dialogue?'. What problem does it solve?","Answer in 3 parts: definition, working, and example."
