question,position,job_title,company,year,source,company_type,seniority,Subject,Model Answer,Hint Suggestion,Approach Suggestion
Can you write a program to print out palindromes?,Software Engineer,Software Engineer New Grad,Airbnb,2016,manual,bigtech,junior,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Can you write a program to print out palindromes?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you explain how you would approach the problem of making change using coins priced in floats and a target sum?,Software Engineer,Software Engineer,Airbnb,2017,manual,bigtech,mid,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Can you explain how you would approach the problem of making change using coins priced in floats and a target sum?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
"Given an array of float prices, how would you round each price so that the total sum of the prices stays as close as possible to the previous sum while converting the prices to round numbers?",Software Engineer,Software Engineer,Airbnb,2017,manual,bigtech,mid,DSA,"It is a data structure/algorithm used to organize and process data efficiently to reduce time complexity and improve performance.
Common operations include insert, delete, search and traversal.","Identify the main concept in: 'Given an array of float prices, how would you round each price so that the total sum of the prices stays as close as pos'. What problem does it solve?","Answer in 3 parts: definition, working, and example."
Can you create a search feature based on a given endpoint?,Software Engineer,Software Engineer,Airbnb,2016,manual,bigtech,mid,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Can you create a search feature based on a given endpoint?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Have you used dynamic programming in your previous work?,Software Engineer,2022 Software Engineer,"Airbnb, BlackRock",2021,manual,bigtech,mid,DSA,"It is a data structure/algorithm used to organize and process data efficiently to reduce time complexity and improve performance.
Common operations include insert, delete, search and traversal.",Identify the main concept in: 'Have you used dynamic programming in your previous work?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
How do you approach reducing time complexity in your code?,Software Engineer,2022 Software Engineer,Airbnb,2021,manual,bigtech,mid,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'How do you approach reducing time complexity in your code?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you explain your experience with LeetCode algorithm questions?,Software Engineer,Associate Software Engineer,"Agoda, Airbnb",2024,manual,industry,junior,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Can you explain your experience with LeetCode algorithm questions?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you explain how you would approach parsing a CSV file?,Software Engineer,Software Engineering,Airbnb,2016,manual,bigtech,mid,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Can you explain how you would approach parsing a CSV file?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you explain your experience with dynamic programming and recursion?,Software Engineer,Software Engineer,Airbnb,2016,manual,bigtech,mid,DSA,"It is a data structure/algorithm used to organize and process data efficiently to reduce time complexity and improve performance.
Common operations include insert, delete, search and traversal.",Identify the main concept in: 'Can you explain your experience with dynamic programming and recursion?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you explain how IP filtering works and how it can be checked using bit manipulation?,Software Engineer,Software Engineer,Airbnb,2016,manual,bigtech,mid,Computer Networks,"This is a networking concept enabling communication between computers over a network using standardized protocols.
It ensures reliable data transmission and addressing between devices.",Identify the main concept in: 'Can you explain how IP filtering works and how it can be checked using bit manipulation?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you create a JavaScript class that is capable of storing a data object?,Software Engineer,Senior Software Engineer,Airbnb,2024,manual,bigtech,senior,Computer Networks,"This is a networking concept enabling communication between computers over a network using standardized protocols.
It ensures reliable data transmission and addressing between devices.",Identify the main concept in: 'Can you create a JavaScript class that is capable of storing a data object?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
What is the significance of knowing the big-O time complexity in this problem?,Software Engineer,Software Engineer,Airbnb,2024,manual,bigtech,mid,General CS,"The significance of knowing the big-o time complexity in this problem is a fundamental concept in computer science explaining how a component or system works.
Include definition, working and example for full marks.",Identify the main concept in: 'What is the significance of knowing the big-O time complexity in this problem?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you implement a 2D iterator?,Software Engineer,Software Engineer,Airbnb,2017,manual,bigtech,mid,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Can you implement a 2D iterator?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you explain Depth-First Search and Breadth-First Search algorithms?,Software Engineer,Software Engineer,Airbnb,2019,manual,bigtech,mid,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Can you explain Depth-First Search and Breadth-First Search algorithms?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you write an iterator for a variable size 2D array?,Software Engineer,Software Engineer(Internship),Airbnb,2019,manual,bigtech,junior,DSA,"It is a data structure/algorithm used to organize and process data efficiently to reduce time complexity and improve performance.
Common operations include insert, delete, search and traversal.",Identify the main concept in: 'Can you write an iterator for a variable size 2D array?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
How would you figure out a way to sort listings on Airbnb's site with constraints?,Software Engineer,Software Engineer(Internship),Airbnb,2017,manual,bigtech,junior,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'How would you figure out a way to sort listings on Airbnb's site with constraints?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you explain how you would approach pagination through unique entries in a programming project?,Software Engineer,Software Engineer(Internship),Airbnb,2017,manual,bigtech,junior,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Can you explain how you would approach pagination through unique entries in a programming project?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you explain how you would paginate a list of house listings passed in as an array?,Software Engineer,Software Engineering,Airbnb,2017,manual,bigtech,mid,DSA,"It is a data structure/algorithm used to organize and process data efficiently to reduce time complexity and improve performance.
Common operations include insert, delete, search and traversal.",Identify the main concept in: 'Can you explain how you would paginate a list of house listings passed in as an array?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
What steps would you take to turn an unsorted list of house listings into a series of pages in order of listing scores?,Software Engineer,Software Engineering,Airbnb,2017,manual,bigtech,mid,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'What steps would you take to turn an unsorted list of house listings into a series of pages in order of listing scores?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you explain how you would approach a string search problem in a coding interview?,Software Engineer,Senior Software Engineer,Airbnb,2022,manual,bigtech,senior,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Can you explain how you would approach a string search problem in a coding interview?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
What are some general data structures and algorithm problems you have experience with?,Software Engineer,Senior Software Engineer,Airbnb,2022,manual,bigtech,senior,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'What are some general data structures and algorithm problems you have experience with?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you discuss a system design problem related to Airbnb?,Software Engineer,Senior Software Engineer,Airbnb,2022,manual,bigtech,senior,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Can you discuss a system design problem related to Airbnb?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you explain how to determine if two words form a palindrome pair?,Software Engineer,Software Engineer(Internship),Airbnb,2017,manual,,,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Can you explain how to determine if two words form a palindrome pair?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you solve a problem using Dynamic Programming?,Software Engineer,Senior Software Engineer,Airbnb,2018,manual,bigtech,senior,DSA,"It is a data structure/algorithm used to organize and process data efficiently to reduce time complexity and improve performance.
Common operations include insert, delete, search and traversal.",Identify the main concept in: 'Can you solve a problem using Dynamic Programming?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you create an iterator from a list of lists?,Software Engineer,Software Engineer,Airbnb,2018,manual,bigtech,mid,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Can you create an iterator from a list of lists?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
"Can you write a method that prints an array in spiral order, starting at the top left?",Software Engineer,Software Engineer Intern,Airbnb,2013,manual,bigtech,junior,DSA,"It is a data structure/algorithm used to organize and process data efficiently to reduce time complexity and improve performance.
Common operations include insert, delete, search and traversal.","Identify the main concept in: 'Can you write a method that prints an array in spiral order, starting at the top left?'. What problem does it solve?","Answer in 3 parts: definition, working, and example."
Can you implement an iterator class for traversing and removing elements in a list of arrays?,Software Engineer,Software Engineer,Airbnb,2017,manual,bigtech,mid,DSA,"It is a data structure/algorithm used to organize and process data efficiently to reduce time complexity and improve performance.
Common operations include insert, delete, search and traversal.",Identify the main concept in: 'Can you implement an iterator class for traversing and removing elements in a list of arrays?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Implement a queue in code,Software Engineer,Software Engineer New Grad,Airbnb,2016,manual,bigtech,junior,DSA,"It is a data structure/algorithm used to organize and process data efficiently to reduce time complexity and improve performance.
Common operations include insert, delete, search and traversal.",Identify the main concept in: 'Implement a queue in code'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
How do you use group by in SQL?,Data Engineer,Data Engineer,Airbnb,2019,manual,bigtech,mid,DBMS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'How do you use group by in SQL?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
How can you use joins in SQL?,Data Engineer,Data Engineer,Airbnb,2019,manual,bigtech,mid,DBMS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'How can you use joins in SQL?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you explain how to traverse a tree?,Software Engineer,Software Engineer,"Airbnb, Akamai Technologies, Google, Palantir, Wipro ",2024,manual,bigtech,mid,DSA,"It is a data structure/algorithm used to organize and process data efficiently to reduce time complexity and improve performance.
Common operations include insert, delete, search and traversal.",Identify the main concept in: 'Can you explain how to traverse a tree?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
"Can you explain your experience with arrays, sorting, and binary search?",Software Engineer,Software Engineer(Internship),Airbnb,2021,manual,bigtech,junior,DSA,"It is a data structure/algorithm used to organize and process data efficiently to reduce time complexity and improve performance.
Common operations include insert, delete, search and traversal.","Identify the main concept in: 'Can you explain your experience with arrays, sorting, and binary search?'. What problem does it solve?","Answer in 3 parts: definition, working, and example."
Can you explain the algorithm for determining the win of a particular board game?,Software Engineer,Software Engineer(Internship),Airbnb,2018,manual,bigtech,junior,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Can you explain the algorithm for determining the win of a particular board game?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you design a key-value pair caching storage?,Software Engineer,Software Engineer,Airbnb,2018,manual,bigtech,mid,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Can you design a key-value pair caching storage?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
How comfortable do you feel with coding in front of an interviewer?,Software Engineer,Software Engineer,Airbnb,2016,manual,,,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'How comfortable do you feel with coding in front of an interviewer?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you explain your understanding of the Alien Dictionary problem?,Software Engineer,Software Engineer,Airbnb,2015,manual,bigtech,mid,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Can you explain your understanding of the Alien Dictionary problem?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you provide an algorithm to determine when everyone is available based on their calendars?,Software Engineer,Software Engineer New Grad,Airbnb,2015,manual,bigtech,junior,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Can you provide an algorithm to determine when everyone is available based on their calendars?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you analyze the results of an A/B test?,ML & Data,Data Science,Airbnb,2015,manual,bigtech,mid,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Can you analyze the results of an A/B test?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you implement a circular buffer using an array?,Software Engineer,Software Engineer,Airbnb,2015,manual,bigtech,mid,DSA,"It is a data structure/algorithm used to organize and process data efficiently to reduce time complexity and improve performance.
Common operations include insert, delete, search and traversal.",Identify the main concept in: 'Can you implement a circular buffer using an array?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
"Can you explain the usage of ArrayLists, HashMap, and Iterator?",Software Engineer,Software Engineer New Grad,Airbnb,2016,manual,bigtech,junior,DSA,"It is a data structure/algorithm used to organize and process data efficiently to reduce time complexity and improve performance.
Common operations include insert, delete, search and traversal.","Identify the main concept in: 'Can you explain the usage of ArrayLists, HashMap, and Iterator?'. What problem does it solve?","Answer in 3 parts: definition, working, and example."
Can you create a function to check palindromes for lists of strings?,Software Engineer,Software Engineer New Grad,Airbnb,2016,manual,bigtech,junior,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Can you create a function to check palindromes for lists of strings?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you implement a hash function for checking palindromes instead of using brute force?,Software Engineer,Software Engineer New Grad,Airbnb,2016,manual,bigtech,junior,DSA,"It is a data structure/algorithm used to organize and process data efficiently to reduce time complexity and improve performance.
Common operations include insert, delete, search and traversal.",Identify the main concept in: 'Can you implement a hash function for checking palindromes instead of using brute force?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you implement an iterator for a vector?,Software Engineer,Software Engineer New Grad,Airbnb,2016,manual,bigtech,junior,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Can you implement an iterator for a vector?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you explain how text justification works?,Software Engineer,Software Engineer New Grad,Airbnb,2016,manual,bigtech,junior,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Can you explain how text justification works?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Explain how to maximize the number of days of occupancy while leaving at least 1 day gap in between bookings for cleaning.,Software Engineer,Software Engineer,Airbnb,2014,manual,bigtech,mid,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Explain how to maximize the number of days of occupancy while leaving at least 1 day gap in between bookings for cleanin'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Give an example of how the problem reduces to finding the max-sum of non-consecutive array elements.,Software Engineer,Software Engineer,Airbnb,2014,manual,bigtech,mid,DSA,"It is a data structure/algorithm used to organize and process data efficiently to reduce time complexity and improve performance.
Common operations include insert, delete, search and traversal.",Identify the main concept in: 'Give an example of how the problem reduces to finding the max-sum of non-consecutive array elements.'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you explain code review processes?,Software Engineer,Senior Software Engineer,Airbnb,2024,manual,bigtech,senior,Operating System,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Can you explain code review processes?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Provide examples of general problem-solving using data structures.,Software Engineer,Senior Software Engineer,Airbnb,2024,manual,bigtech,senior,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Provide examples of general problem-solving using data structures.'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Explain how you have used SQL in problem-solving scenarios.,Software Engineer,Senior Software Engineer,Airbnb,2024,manual,bigtech,senior,DBMS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Explain how you have used SQL in problem-solving scenarios.'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
What SQL columns should you index and how would you change the indexing in different lookup scenarios?,Software Engineer,Software Engineer,Airbnb,2014,manual,,,DBMS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'What SQL columns should you index and how would you change the indexing in different lookup scenarios?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you explain the logic behind Binary Search?,Software Engineer,Software Engineer(Internship),Airbnb,2021,manual,bigtech,junior,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Can you explain the logic behind Binary Search?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Are you familiar with algorithms and have experience applying them in your work?,Software Engineer,Software Engineer,Airbnb,2021,manual,bigtech,mid,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Are you familiar with algorithms and have experience applying them in your work?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Have you had experience identifying and fixing bugs in software applications?,Software Engineer,Software Engineer,Airbnb,2021,manual,bigtech,mid,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Have you had experience identifying and fixing bugs in software applications?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you give an example of a Leetcode Medium question you found challenging?,Software Engineer,Software Engineer Intern,Airbnb,2021,manual,bigtech,junior,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Can you give an example of a Leetcode Medium question you found challenging?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you explain how to build a queue using limited length of list?,Software Engineer,Software Engineer,Airbnb,2017,manual,,,DSA,"It is a data structure/algorithm used to organize and process data efficiently to reduce time complexity and improve performance.
Common operations include insert, delete, search and traversal.",Identify the main concept in: 'Can you explain how to build a queue using limited length of list?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
How would you split up a list of hosts into pages for a search result?,Software Engineer,Software Engineer(Internship),Airbnb,2017,manual,,,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'How would you split up a list of hosts into pages for a search result?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you reorder an array of strings based on specific tokens?,Software Engineer,SWE,Airbnb,2017,manual,,,DSA,"It is a data structure/algorithm used to organize and process data efficiently to reduce time complexity and improve performance.
Common operations include insert, delete, search and traversal.",Identify the main concept in: 'Can you reorder an array of strings based on specific tokens?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you code a basic HTML/CSS/JS component on CoderPad?,Frontend Developer,Front End Engineer,Airbnb,2017,manual,,,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Can you code a basic HTML/CSS/JS component on CoderPad?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Write a function to find the median of an unsorted array of integers without indexing into it or sorting it.,Software Engineer,Software Engineer(Internship),Airbnb,2017,manual,,,DSA,"It is a data structure/algorithm used to organize and process data efficiently to reduce time complexity and improve performance.
Common operations include insert, delete, search and traversal.",Identify the main concept in: 'Write a function to find the median of an unsorted array of integers without indexing into it or sorting it.'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
How would you design a class for handling financial transactions?,Software Engineer,Software Engineer,Airbnb,2017,manual,,,DBMS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'How would you design a class for handling financial transactions?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you explain what graph search is?,Software Engineer,Software Engineer(Internship),Airbnb,2017,manual,,,DSA,"It is a data structure/algorithm used to organize and process data efficiently to reduce time complexity and improve performance.
Common operations include insert, delete, search and traversal.",Identify the main concept in: 'Can you explain what graph search is?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
"Were you asked to implement next(), hasNext(), and remove() methods for the iterator?",Software Engineer,Software Engineering,Airbnb,2017,manual,bigtech,mid,General CS,"Write a structured answer:
Definition → Working → Example → Use-case","Identify the main concept in: 'Were you asked to implement next(), hasNext(), and remove() methods for the iterator?'. What problem does it solve?","Answer in 3 parts: definition, working, and example."
Can you write code to execute KNN?,ML & Data,data science internship,Airbnb,2020,manual,bigtech,junior,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Can you write code to execute KNN?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
How do you create a collectionView within the cells of a tableView programmatically?,iOS Developer,IOS Engineer,Airbnb,2016,manual,bigtech,mid,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'How do you create a collectionView within the cells of a tableView programmatically?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you provide an example of a string manipulation task you have worked on?,Software Engineer,Software Engineer New Grad,Airbnb,2015,manual,bigtech,junior,Computer Networks,"This is a networking concept enabling communication between computers over a network using standardized protocols.
It ensures reliable data transmission and addressing between devices.",Identify the main concept in: 'Can you provide an example of a string manipulation task you have worked on?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Are you experienced with string manipulation?,Software Engineer,Software Engineer,Airbnb,2015,manual,bigtech,mid,Computer Networks,"This is a networking concept enabling communication between computers over a network using standardized protocols.
It ensures reliable data transmission and addressing between devices.",Identify the main concept in: 'Are you experienced with string manipulation?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
What is the most efficient way to identify the character that is out of place in a non-palindrome?,Software Engineer,Software Engineer,Airbnb,2015,manual,bigtech,mid,General CS,"The most efficient way to identify the character that is out of place in a non-palindrome is a fundamental concept in computer science explaining how a component or system works.
Include definition, working and example for full marks.",Identify the main concept in: 'What is the most efficient way to identify the character that is out of place in a non-palindrome?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
How would you sort search results on a page based on a certain set of criteria?,Software Engineer,Software Engineer,Airbnb,2015,manual,bigtech,mid,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'How would you sort search results on a page based on a certain set of criteria?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you explain how recursion works in coding?,Software Engineer,Software Developer,Airbnb,2017,manual,bigtech,mid,DSA,"It is a data structure/algorithm used to organize and process data efficiently to reduce time complexity and improve performance.
Common operations include insert, delete, search and traversal.",Identify the main concept in: 'Can you explain how recursion works in coding?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you determine whether a word is a palindrome?,Software Engineer,Software Engineer,Airbnb,2024,manual,,,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Can you determine whether a word is a palindrome?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
How would you find palindrome pairs within a set of words?,Software Engineer,Software Engineer,Airbnb,2024,manual,,,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'How would you find palindrome pairs within a set of words?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
"How familiar are you with Excel sheets, including pivot tables and look ups?",Systems Analyst,Business Systems Analyst,Airbnb,2017,manual,bigtech,mid,General CS,"Write a structured answer:
Definition → Working → Example → Use-case","Identify the main concept in: 'How familiar are you with Excel sheets, including pivot tables and look ups?'. What problem does it solve?","Answer in 3 parts: definition, working, and example."
Write a method to return the smallest region that includes two given inputs.,Software Engineer,Software Engineer,Airbnb,2019,manual,,,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Write a method to return the smallest region that includes two given inputs.'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you explain a method that gives all permutations of a string?,Software Engineer,Software Engineer,Airbnb,2016,manual,,,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Can you explain a method that gives all permutations of a string?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you describe any experience you have with general algorithmic questions involving number sequences?,Software Engineer,Software Engineer,Airbnb,2016,manual,,,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Can you describe any experience you have with general algorithmic questions involving number sequences?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you explain how a matrix iterator works?,Software Engineer,Software Engineer,Airbnb,2017,manual,bigtech,mid,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Can you explain how a matrix iterator works?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
"Given a list of host IDs, how would you put them in pages of size 12 and ensure there are no duplicates as much as possible?",Software Engineer,Software Engineer,Airbnb,2017,manual,bigtech,mid,General CS,"Write a structured answer:
Definition → Working → Example → Use-case","Identify the main concept in: 'Given a list of host IDs, how would you put them in pages of size 12 and ensure there are no duplicates as much as possi'. What problem does it solve?","Answer in 3 parts: definition, working, and example."
What types of graphs have you worked with in the past?,Software Engineer,Software Development Engineer,Airbnb,2022,manual,bigtech,mid,DSA,"It is a data structure/algorithm used to organize and process data efficiently to reduce time complexity and improve performance.
Common operations include insert, delete, search and traversal.",Identify the main concept in: 'What types of graphs have you worked with in the past?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you solve a Leetcode problem at a medium difficulty level?,Software Engineer,Software Engineer,Airbnb,2024,manual,bigtech,mid,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Can you solve a Leetcode problem at a medium difficulty level?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
What is the concept of distributed counters in system design?,Software Engineer,Staff Software Engineer,Airbnb,2024,manual,bigtech,senior,General CS,"The concept of distributed counters in system design is a fundamental concept in computer science explaining how a component or system works.
Include definition, working and example for full marks.",Identify the main concept in: 'What is the concept of distributed counters in system design?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you explain the concept of the longest common subsequence?,Software Engineer,Software Engineer(Internship),Airbnb,2017,manual,bigtech,junior,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Can you explain the concept of the longest common subsequence?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
What was involved in the supply/demand balancing for a PaaS company?,ML & Data,Data Scientist,Airbnb,2018,manual,bigtech,mid,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'What was involved in the supply/demand balancing for a PaaS company?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
How did you handle the various segmentations on a lot of data columns?,ML & Data,Data Scientist,Airbnb,2018,manual,bigtech,mid,Operating System,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'How did you handle the various segmentations on a lot of data columns?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you provide an example of a tree related coding problem you have solved?,Software Engineer,Software Engineer,Airbnb,2017,manual,,,DSA,"It is a data structure/algorithm used to organize and process data efficiently to reduce time complexity and improve performance.
Common operations include insert, delete, search and traversal.",Identify the main concept in: 'Can you provide an example of a tree related coding problem you have solved?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Are you familiar with Leetcode medium/hard type questions?,Software Engineer,Software Engineer(Internship),Airbnb,2019,manual,,,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Are you familiar with Leetcode medium/hard type questions?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
How would you utilize a hashmap to map a string name to a list of preferences in order to match events?,Software Engineer,Software Engineer(Internship),Airbnb,2019,manual,,,DSA,"It is a data structure/algorithm used to organize and process data efficiently to reduce time complexity and improve performance.
Common operations include insert, delete, search and traversal.",Identify the main concept in: 'How would you utilize a hashmap to map a string name to a list of preferences in order to match events?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
How would you impute missing information?,ML & Data,Data Scientist,Airbnb,2014,manual,bigtech,mid,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'How would you impute missing information?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you explain how to find all pairs of words that form a palindrome when concatenated?,Software Engineer,Software Engineer,Airbnb,2024,manual,bigtech,mid,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Can you explain how to find all pairs of words that form a palindrome when concatenated?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
