question,position,job_title,company,year,source,company_type,seniority,Subject,Model Answer,Hint Suggestion,Approach Suggestion
Can you explain the concept of eventual consistency and its challenges with multiple users?,Software Engineer,Software Developer,Netflix,2012,manual,bigtech,mid,Computer Networks,"This is a networking concept enabling communication between computers over a network using standardized protocols.
It ensures reliable data transmission and addressing between devices.",Identify the main concept in: 'Can you explain the concept of eventual consistency and its challenges with multiple users?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you describe your knowledge about basic web technologies?,Software Engineer,Senior Software Engineer,Netflix,2012,manual,bigtech,senior,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Can you describe your knowledge about basic web technologies?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
How would you send a 2GB file from point A to B taking into account any potential problems that may arise?,Software Engineer,Senior Software Engineer,Netflix,2012,manual,bigtech,senior,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'How would you send a 2GB file from point A to B taking into account any potential problems that may arise?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Explain the Observer pattern,Software Engineer,Senior Software Engineer,Netflix,2012,manual,bigtech,senior,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Explain the Observer pattern'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you explain how Object-Oriented Design (OOD) principles apply to your work?,Software Engineer,Software Development Engineer (SDE),Netflix,2024,manual,bigtech,mid,Computer Networks,"This is a networking concept enabling communication between computers over a network using standardized protocols.
It ensures reliable data transmission and addressing between devices.",Identify the main concept in: 'Can you explain how Object-Oriented Design (OOD) principles apply to your work?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you provide an example of an SQL query you would use in data analysis?,Software Engineer,Software Engineer,Netflix,2017,manual,bigtech,mid,DBMS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Can you provide an example of an SQL query you would use in data analysis?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
What design considerations should be taken into account when creating A/B tests?,Software Engineer,Software Engineer,Netflix,2017,manual,bigtech,mid,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'What design considerations should be taken into account when creating A/B tests?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
What pre-launch A/B testings would you include in your staged launch plan?,Software Engineer,Software Engineer,Netflix,2017,manual,bigtech,mid,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'What pre-launch A/B testings would you include in your staged launch plan?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
What are Deadlocks in Java?,Backend Developer,Backend Engineer,Netflix,2022,manual,bigtech,mid,Operating System,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'What are Deadlocks in Java?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
What is the purpose of HashTable in Java?,Backend Developer,Backend Engineer,Netflix,2022,manual,bigtech,mid,DSA,"It is a data structure/algorithm used to organize and process data efficiently to reduce time complexity and improve performance.
Common operations include insert, delete, search and traversal.",Identify the main concept in: 'What is the purpose of HashTable in Java?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you explain how to code a procedure for AVL tree rotation?,Software Engineer,Senior Software Engineer,Netflix,2008,manual,,,DSA,"It is a data structure/algorithm used to organize and process data efficiently to reduce time complexity and improve performance.
Common operations include insert, delete, search and traversal.",Identify the main concept in: 'Can you explain how to code a procedure for AVL tree rotation?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
How do you prevent overfitting and complexity of a model?,ML & Data,Senior Data Scientist,Netflix,2014,manual,bigtech,senior,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'How do you prevent overfitting and complexity of a model?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
How do you measure and compare models?,ML & Data,Senior Data Scientist,Netflix,2014,manual,bigtech,senior,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'How do you measure and compare models?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
How should we approach attribution modeling to measure marketing effectiveness?,ML & Data,Senior Data Scientist,Netflix,2014,manual,bigtech,senior,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'How should we approach attribution modeling to measure marketing effectiveness?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you explain various Android fundamentals?,Android Developer,Senior Android Developer,Netflix,2017,manual,bigtech,senior,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Can you explain various Android fundamentals?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you discuss UI concepts and patterns in Android?,Android Developer,Senior Android Developer,Netflix,2017,manual,bigtech,senior,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Can you discuss UI concepts and patterns in Android?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
What types of coding questions were asked related to Data Structures and String manipulation?,Software Engineer,Senior Software Engineer,Netflix,2015,manual,bigtech,senior,Computer Networks,"This is a networking concept enabling communication between computers over a network using standardized protocols.
It ensures reliable data transmission and addressing between devices.",Identify the main concept in: 'What types of coding questions were asked related to Data Structures and String manipulation?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you write an implementation of the atoi function?,Software Engineer,Senior Software Engineer,Netflix,2011,manual,bigtech,senior,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Can you write an implementation of the atoi function?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you find a duplicate number in an array?,QA/Testing,Senior Software Engineer In Test,Netflix,2024,manual,,,DSA,"It is a data structure/algorithm used to organize and process data efficiently to reduce time complexity and improve performance.
Common operations include insert, delete, search and traversal.",Identify the main concept in: 'Can you find a duplicate number in an array?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Are you familiar with testing scenarios specific to the product?,QA/Testing,Senior Software Engineer In Test,Netflix,2024,manual,,,Operating System,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Are you familiar with testing scenarios specific to the product?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
What's the difference between X and Y?,Software Engineer,Senior Software Engineer,Netflix,2024,manual,,,General CS,"Key Differences:
• Definition and purpose differ
• Usage scenarios are different
• Performance/behavior varies
Provide one example for each.",Identify the main concept in: 'What's the difference between X and Y?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
How would you set up the data and the load/performance test for a retail website?,QA/Testing,Lead Engineer In Test,Netflix,2010,manual,bigtech,senior,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'How would you set up the data and the load/performance test for a retail website?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
"Explain how you would test for the failure points in the picture of a server, database, and client.",QA/Testing,Lead Engineer In Test,Netflix,2010,manual,bigtech,senior,DBMS,"A DBMS is software that manages databases and allows storing, retrieving, updating and securing data efficiently.
It ensures data integrity, security and concurrency control.
Examples: MySQL, PostgreSQL, Oracle.","Identify the main concept in: 'Explain how you would test for the failure points in the picture of a server, database, and client.'. What problem does it solve?","Answer in 3 parts: definition, working, and example."
Can you talk more about symmetric vs asymmetric encryption?,Cybersecurity Engineer,Information Security Operations,Netflix,2010,manual,bigtech,mid,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Can you talk more about symmetric vs asymmetric encryption?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you implement atoi and itoa functions?,Software Engineer,Senior Software Engineer,"Cisco, Netflix",2010,manual,bigtech,senior,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Can you implement atoi and itoa functions?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you explain tree based models and related concepts in machine learning?,ML & Data,Senior Data Scientist,Netflix,2020,manual,bigtech,senior,DSA,"It is a data structure/algorithm used to organize and process data efficiently to reduce time complexity and improve performance.
Common operations include insert, delete, search and traversal.",Identify the main concept in: 'Can you explain tree based models and related concepts in machine learning?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you describe different JavaScript challenges you have encountered?,Software Engineer,Software Engineer,Netflix,2017,manual,bigtech,mid,Computer Networks,"This is a networking concept enabling communication between computers over a network using standardized protocols.
It ensures reliable data transmission and addressing between devices.",Identify the main concept in: 'Can you describe different JavaScript challenges you have encountered?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you explain how hashing works as a data structure?,Software Engineer,Software Development Engineer (SDE) Intern,Netflix,2022,manual,bigtech,junior,DSA,"It is a data structure/algorithm used to organize and process data efficiently to reduce time complexity and improve performance.
Common operations include insert, delete, search and traversal.",Identify the main concept in: 'Can you explain how hashing works as a data structure?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you describe how you would implement an algorithm to show events in swimlane tracks without overlapping?,Software Engineer,Senior Software Engineer,Netflix,2019,manual,,,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Can you describe how you would implement an algorithm to show events in swimlane tracks without overlapping?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Design a movie recommendation algorithm based on a social graph.,Software Engineer,Senior Software Engineer,Netflix,2013,manual,bigtech,senior,DSA,"It is a data structure/algorithm used to organize and process data efficiently to reduce time complexity and improve performance.
Common operations include insert, delete, search and traversal.",Identify the main concept in: 'Design a movie recommendation algorithm based on a social graph.'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
What is the complexity of lookup/insert for a linked list?,Software Engineer,Software Engineer,Netflix,2014,manual,,,DSA,"It is a data structure/algorithm used to organize and process data efficiently to reduce time complexity and improve performance.
Common operations include insert, delete, search and traversal.",Identify the main concept in: 'What is the complexity of lookup/insert for a linked list?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
What is the complexity of lookup/insert for a hash table?,Software Engineer,Software Engineer,Netflix,2014,manual,,,DSA,"It is a data structure/algorithm used to organize and process data efficiently to reduce time complexity and improve performance.
Common operations include insert, delete, search and traversal.",Identify the main concept in: 'What is the complexity of lookup/insert for a hash table?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you explain the computation of Fibonacci numbers?,Software Engineer,Software Engineer,Netflix,2014,manual,,,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Can you explain the computation of Fibonacci numbers?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you write a function that returns the total occurrences of elements within an array?,Frontend Developer,Senior Front End Engineer,Netflix,2014,manual,bigtech,senior,DSA,"It is a data structure/algorithm used to organize and process data efficiently to reduce time complexity and improve performance.
Common operations include insert, delete, search and traversal.",Identify the main concept in: 'Can you write a function that returns the total occurrences of elements within an array?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Write an SQL query to calculate an average with multiple constraints and requiring a join between two tables.,ML & Data,Senior Data Scientist,Netflix,2021,manual,bigtech,senior,DBMS,"This is a networking concept enabling communication between computers over a network using standardized protocols.
It ensures reliable data transmission and addressing between devices.",Identify the main concept in: 'Write an SQL query to calculate an average with multiple constraints and requiring a join between two tables.'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Explain what A/B testing and variance understanding are.,ML & Data,Data Scientist,Netflix,2021,manual,bigtech,mid,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Explain what A/B testing and variance understanding are.'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
What is ANOVA?,ML & Data,Data Scientist,Netflix,2021,manual,bigtech,mid,General CS,"Anova is a fundamental concept in computer science explaining how a component or system works.
Include definition, working and example for full marks.",Identify the main concept in: 'What is ANOVA?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
How would you translate input string into sequence of movements through on screen keyboard? What if you can loop through rows and columns?,QA/Testing,Senior Software Engineer In Test,Netflix,2016,manual,,,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'How would you translate input string into sequence of movements through on screen keyboard? What if you can loop through'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
What is the singleton design pattern?,Full Stack Developer,Full Stack Java Developer,"Birlasoft, HCLTech, Netflix, Sopra Steria, Starbucks Coffee Singapore, Tech Mahindra, VMware",2019,manual,industry,mid,General CS,"The singleton design pattern is a fundamental concept in computer science explaining how a component or system works.
Include definition, working and example for full marks.",Identify the main concept in: 'What is the singleton design pattern?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you explain Java collections?,Software Engineer,Software Engineer,"Altimetrik, Amadeus, Cisco, Dell Technologies, Deutsche Bank, Goldman Sachs, Infosys, Morgan Stanley, NTT Data, Netflix, Tata Elxsi",2024,manual,industry,mid,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Can you explain Java collections?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you discuss your technical skills and experience?,Frontend Developer,Senior Software Engineer - Front End,"IBM , Kforce, McKinsey & Company, Netflix, Tata Consultancy Services",2018,manual,bigtech,senior,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Can you discuss your technical skills and experience?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you discuss a technical challenge you have faced?,Software Engineer,Senior Software Engineer,Netflix,2023,manual,bigtech,senior,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Can you discuss a technical challenge you have faced?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you explain your experience with threat modeling and bug bounty programs?,Cybersecurity Engineer,Security Engineer,Netflix,2023,manual,bigtech,mid,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Can you explain your experience with threat modeling and bug bounty programs?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
How does a garbage collection system work?,Software Engineer,"Senior Software Engineer, Architect",Netflix,2011,manual,bigtech,senior,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'How does a garbage collection system work?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you explain a graph-based question involving traversal?,Software Engineer,SWE Intern,Netflix,2024,manual,bigtech,junior,DSA,"It is a data structure/algorithm used to organize and process data efficiently to reduce time complexity and improve performance.
Common operations include insert, delete, search and traversal.",Identify the main concept in: 'Can you explain a graph-based question involving traversal?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
What data structures are you familiar with?,Software Engineer,Senior Software Engineer,"Adobe, Amazon, American Express, Atos, BlackRock, Boeing, CRISIL, Capgemini, Chevron, Cognizant, Cybage , FactSet, Goldman Sachs, Google, HCLTech, HERE Technologies, Hudson River Trading, Indeed, Infosys, Intel, Kyndryl, Meta, Mphasis, NTT Data, NVIDIA, NetApp, Netflix, Nokia, Oracle, Proofpoint, Publicis Sapient, Quantiphi, Samsung, Tata Consultancy Services, Tech Mahindra, Thoughtworks, Tokopedia, UST, Verily, Veritas Technologies, Virtusa, Yahoo",2017,manual,bigtech,senior,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'What data structures are you familiar with?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you explain multithreading in Java?,Software Engineer,Software Engineer,"AT&T, Birlasoft, BlackRock, Cisco, Citi, CitiusTech, Cognizant, DXC Technology, HCLTech, IBM , Infosys, Morgan Stanley, Mphasis, Netflix, Newgen Software, Tata Consultancy Services, Tech Mahindra, Vodafone",2017,manual,industry,mid,Operating System,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Can you explain multithreading in Java?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you explain basic Java concepts?,Software Engineer,Java Software Developer,"Allianz, Amdocs, Antra, Atos, BNP Paribas, Barclays, BlackRock, Boeing, CGI, Capgemini, Capital Group, CitiusTech, Cognizant, DXC Technology, Dell Technologies, Expedia Group, FIS, First Command, Fiserv, General Motors, Genpact, Goldman Sachs, HCLTech, Hewlett Packard Enterprise, Hexaware Technologies, IBM , IDEMIA, Infor, Infosys, JPMorgan Chase & Co., John Deere, Lowe's Companies, Luxoft, Mphasis, Netflix, Newgen Software, PayPal, Rakuten, SAP, Salesforce, Societe Generale, Synechron, TEKsystems, Tata Consultancy Services, Tata Technologies, Tech Mahindra, UKG (Ultimate Kronos Group), UST, VMware, Visa, Wells Fargo, Wipro ",2021,manual,industry,mid,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Can you explain basic Java concepts?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
What is your experience with data structures?,Full Stack Developer,Full Stack Engineer,"Amdocs, BYJU's, Capgemini, Citrix, Cognizant, Coinbase, DXC Technology, Globant, GoTo Financial, Google, HP, IBM , IDEMIA, IGATE, Informatica, Infosys, JPMorgan Chase & Co., Johnson Controls, KPIT, Luxoft, MathWorks, Meta, Microsoft, NTT Data, Netflix, OpenText, Optiver, Paytm, Salesforce, Shopee, Splunk, Synopsys Inc, Tata Consultancy Services, Tokopedia, VMware, Valeo, Virtusa",2022,manual,bigtech,mid,General CS,"Your experience with data structures is a fundamental concept in computer science explaining how a component or system works.
Include definition, working and example for full marks.",Identify the main concept in: 'What is your experience with data structures?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
"Walk through a directory-like structure, outputting the names of folders and files indented to the left according to its level from the root, and also displaying the number of files it contains underneath.",Software Engineer,Senior Software Engineer,Netflix,2019,manual,bigtech,senior,General CS,"Write a structured answer:
Definition → Working → Example → Use-case","Identify the main concept in: 'Walk through a directory-like structure, outputting the names of folders and files indented to the left according to its'. What problem does it solve?","Answer in 3 parts: definition, working, and example."
Do you have experience with Python?,Software Engineer,Sr. Software Engineer,"ActionIQ, Bank of America, CVS Health, Capgemini, Cerner Corporation, Cognizant, DBS Bank, DXC Technology, Fidelity Investments, Fractal, Garena, HARMAN, HCLTech, IBM , Infosys, Infosys BPM, Intel, Larsen & Toubro, Mastercard, McKinsey & Company, Meta, Netflix, Persistent Systems, Rakuten, Siemens, Stitch Fix, TEKsystems, Tata Consultancy Services, Tech Mahindra, TikTok , UST, Uber, Virtusa, Zendesk",2021,manual,industry,senior,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Do you have experience with Python?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
What is tf-idf?,ML & Data,Machine Learning Engineer,"Ernst & Young (EY), Netflix",2021,manual,industry,mid,General CS,"Tf-idf is a fundamental concept in computer science explaining how a component or system works.
Include definition, working and example for full marks.",Identify the main concept in: 'What is tf-idf?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you explain how you would use a tree to solve this problem?,Software Engineer,Senior Software Engineer,Netflix,2015,manual,bigtech,senior,DSA,"It is a data structure/algorithm used to organize and process data efficiently to reduce time complexity and improve performance.
Common operations include insert, delete, search and traversal.",Identify the main concept in: 'Can you explain how you would use a tree to solve this problem?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
How would you calculate the median of a stream of integers using two heaps (min and max)?,Software Engineer,Senior Software Engineer,Netflix,2015,manual,bigtech,senior,DSA,"It is a data structure/algorithm used to organize and process data efficiently to reduce time complexity and improve performance.
Common operations include insert, delete, search and traversal.",Identify the main concept in: 'How would you calculate the median of a stream of integers using two heaps (min and max)?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you explain how to print a tree level-wise?,Software Engineer,Senior Software Engineer,Netflix,2015,manual,bigtech,senior,DSA,"It is a data structure/algorithm used to organize and process data efficiently to reduce time complexity and improve performance.
Common operations include insert, delete, search and traversal.",Identify the main concept in: 'Can you explain how to print a tree level-wise?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you reverse a linked list?,Software Engineer,Software Engineer,"Acronis, Adobe, Amadeus, Amazon, AppFolio, Apple, BT Group, Bank of America, Beyondsoft, Bloomberg LP, CBRE, Capgemini, Capital One, Cisco, Citadel, Citrix, Cognizant, Comcast, Dell Technologies, Docusign, Ericsson, Expedia Group, Fidelity Investments, Garena, General Motors, Goldman Sachs, Google, Halodoc, Honeywell, IBM , Infogain, Infosys, Intel, Juniper Networks, LinkedIn, Meta, Microsoft, Morgan Stanley, NVIDIA, Nagarro, NetApp, Netflix, Nielsen, Nokia, Oracle, Orange, Palo Alto Networks, PayPal, Paytm, Philips, Qualcomm, Relativity, S&P Global, SAP, Samsung, Siemens, SpaceX, Tata Consultancy Services, VMware, Valeo, Verizon, Visa, Wipro , Workday, Yahoo, Zoho, Zynga, eBay",2018,manual,industry,mid,DSA,"It is a data structure/algorithm used to organize and process data efficiently to reduce time complexity and improve performance.
Common operations include insert, delete, search and traversal.",Identify the main concept in: 'Can you reverse a linked list?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you explain how a linked list works?,Software Engineer,Senior Software Engineer,"Accenture, Amazon, Amazon Web Services (AWS), Capgemini, Cisco, Coupang, EPAM Systems , Goldman Sachs, Huawei, Infosys, Meta, Microsoft, Netflix, Oracle, Paytm, Persistent Systems, SAP, Virtusa, Workday",2024,manual,industry,senior,DSA,"It is a data structure/algorithm used to organize and process data efficiently to reduce time complexity and improve performance.
Common operations include insert, delete, search and traversal.",Identify the main concept in: 'Can you explain how a linked list works?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you explain a simple SQL join?,ML & Data,Data Scientist,Netflix,2021,manual,bigtech,mid,DBMS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Can you explain a simple SQL join?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you provide an example of a technical coding challenge you have encountered in your previous roles?,Software Engineer,Senior Software Engineer,Netflix,2024,manual,bigtech,senior,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Can you provide an example of a technical coding challenge you have encountered in your previous roles?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
What statistics would you look at to determine that the system is healthy?,QA/Testing,Lead Engineer In Test,Netflix,2010,manual,bigtech,senior,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'What statistics would you look at to determine that the system is healthy?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
"Design the infrastructure for a retail web application and explain how a web server, a DB, firewalls, and any other components would connect together.",QA/Testing,Lead Engineer In Test,Netflix,2010,manual,bigtech,senior,General CS,"Write a structured answer:
Definition → Working → Example → Use-case","Identify the main concept in: 'Design the infrastructure for a retail web application and explain how a web server, a DB, firewalls, and any other comp'. What problem does it solve?","Answer in 3 parts: definition, working, and example."
What is the second normal form in a database?,Software Engineer,Senior Software Engineer,Netflix,2011,manual,bigtech,senior,DBMS,"A DBMS is software that manages databases and allows storing, retrieving, updating and securing data efficiently.
It ensures data integrity, security and concurrency control.
Examples: MySQL, PostgreSQL, Oracle.",Identify the main concept in: 'What is the second normal form in a database?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
How would you design an A/B testing process?,Software Engineer,Software Engineer,Netflix,2017,manual,bigtech,mid,Operating System,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'How would you design an A/B testing process?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
What is your experience with SQL?,QA/Testing,Senior Quality Assurance Engineer,"AT&T, Accenture, Amdocs, Apple, Atlassian, BNP Paribas, BNY Mellon, CGI, CVS Health, Capgemini, Carelon Global Solutions, Cerner Corporation, CitiusTech, Coforge, Cognizant, Credit Suisse, DXC Technology, Dell Technologies, EPAM Systems , Expedia Group, FIS, Genpact, Globallogic, HARMAN, HCLTech, Hewlett Packard Enterprise, Hexaware Technologies, IBM , IHS Markit, ITC Infotech, Informatica, Infosys, JPMorgan Chase & Co., KPIT, LTIMindtree, McKinsey & Company, Meta, Mphasis, NatWest Group, NetSuite, Netflix, Optum, Oracle, P&A Grant Thornton, Persistent Systems, Point72, Rippling, Salesforce, SoFi, Sopra Steria, Squarepoint Capital, Synapsis.id, Synechron, TEKsystems, Tata Communications, Tata Consultancy Services, Tech Mahindra, TikTok , Twitter, ValueLabs, Virtusa, Wells Fargo, Wipro , Zoho",2018,manual,industry,senior,DBMS,"Your experience with sql is a fundamental concept in computer science explaining how a component or system works.
Include definition, working and example for full marks.",Identify the main concept in: 'What is your experience with SQL?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
What programming languages are you proficient in?,Software Engineer,Associate Software Engineer,"ADP, Accenture, Activision Blizzard, Adobe, Adyen, Allegis Group, Altimetrik, Amadeus, Amazon, Amazon Web Services (AWS), Amdocs, Antra, Apple, Arm, Atlassian, Atos, Autodesk, Barclays, Birlasoft, BlackRock, Block, Bloomberg LP, Boeing, ByteDance, CGI, CME Group, Canonical, Capgemini, Cerner Corporation, Chewy, Chime, Cisco, Citi, Cloudflare, Coforge, Cognizant, Comcast, Compass, Credit Suisse, DRW, DXC Technology, Datadog, Decathlon Sports, Dell Technologies, Deloitte, Deutsche Bank, DoorDash, EPAM Systems , Eaton, Emerson, Epic, Ericsson, Ernst & Young (EY), Etsy, FIS, FPT , FactSet, Fiserv, Ford Motor Company, GE Healthcare, Globallogic, Globant, Goldman Sachs, Google, Grab, HARMAN, HCLTech, HRS Group, Hexaware Technologies, Hitachi Vantara, Hopper, HubSpot, IBM , IGATE, IQVIA, Infosys, Insight, Intel, JPMorgan Chase & Co., Jio, John Deere, LinkedIn, Lyft, Mastercard, MathWorks, MetLife, Meta, Microsoft, Morgan Stanley, Motional, Mphasis, NVIDIA, Nested Technologies, Netflix, Nokia, OpenText, Optum, Oracle, PayPal, Paycom, Persistent Systems, Philips, Publicis Sapient, PwC , Rakuten, Raytheon Technologies, Red Ventures, Rippling, Robinhood, Roblox, SAP, Samsung, ServiceNow, Shopee, Shopify, Siemens, Snap Inc., Societe Generale, Stripe, Synopsys Inc, Target, Tata Communications, Tata Consultancy Services, Tech Mahindra, The Johns Hopkins University Applied Physics Laboratory, The Trade Desk, TikTok , Titansoft , Twitter, UKG (Ultimate Kronos Group), UST, Uber, Virtusa, Visa, Walmart Global Tech, Wellington Management, Wells Fargo, Wipro , Wise, Workday, Zoho, eBay",2022,manual,industry,junior,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'What programming languages are you proficient in?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
How would you handle NULL values when querying a dataset? Are there any alternative methods?,Data Analyst,"Senior Data Analyst, Content Analytics",Netflix,2016,manual,bigtech,senior,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'How would you handle NULL values when querying a dataset? Are there any alternative methods?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
"Using SQL, return the number of new Netflix members in the last 7 days",ML & Data,Senior Data Scientist,Netflix,2022,manual,bigtech,senior,DBMS,"Write a structured answer:
Definition → Working → Example → Use-case","Identify the main concept in: 'Using SQL, return the number of new Netflix members in the last 7 days'. What problem does it solve?","Answer in 3 parts: definition, working, and example."
Can you explain A/B testing in the context of streaming?,ML & Data,Senior Data Scientist,Netflix,2015,manual,bigtech,senior,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Can you explain A/B testing in the context of streaming?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Explain how dictionaries work in Python.,ML & Data,Machine Learning Engineer,Netflix,2024,manual,bigtech,mid,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Explain how dictionaries work in Python.'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
