question,position,job_title,company,year,source,company_type,seniority,Subject,Model Answer,Hint Suggestion,Approach Suggestion
Can you explain the interoperability test procedure?,QA/Testing,Senior Quality Assurance (USB),Apple,2018,manual,bigtech,senior,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Can you explain the interoperability test procedure?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Write a one-liner in Python to calculate the square of numbers in an array.,QA/Testing,Hardware Test Engineer,Apple,2018,manual,bigtech,mid,DSA,"It is a data structure/algorithm used to organize and process data efficiently to reduce time complexity and improve performance.
Common operations include insert, delete, search and traversal.",Identify the main concept in: 'Write a one-liner in Python to calculate the square of numbers in an array.'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you create a new string from non-repeated letters in a given input string?,QA/Testing,QA Engineer,Apple,2017,manual,bigtech,mid,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Can you create a new string from non-repeated letters in a given input string?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you describe your experience in building UI for the frontend using a given API?,Full Stack Developer,Fullstack Developer,Apple,2022,manual,bigtech,mid,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Can you describe your experience in building UI for the frontend using a given API?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
What are your technical skills with Mac OS and Office applications?,Software Engineer,Software Developer,Apple,2020,manual,bigtech,mid,Operating System,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'What are your technical skills with Mac OS and Office applications?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you explain what Python is and how it is used?,Software Engineer,Software Engineer,Apple,2024,manual,bigtech,mid,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Can you explain what Python is and how it is used?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
How can you evaluate user engagement for verticals that do not rely on click-through rates?,Software Engineer,Software Engineer,Apple,2015,manual,bigtech,mid,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'How can you evaluate user engagement for verticals that do not rely on click-through rates?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you explain recursion and dynamic programming?,Software Engineer,Software Engineer,"Airbnb, Apple",2015,manual,bigtech,mid,DSA,"It is a data structure/algorithm used to organize and process data efficiently to reduce time complexity and improve performance.
Common operations include insert, delete, search and traversal.",Identify the main concept in: 'Can you explain recursion and dynamic programming?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
How would you design a system for a deck of playing cards?,Software Engineer,Associate Software Engineer,Apple,2024,manual,bigtech,junior,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'How would you design a system for a deck of playing cards?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Does adding an outlier change the mean or median more?,ML & Data,Data Scientist,Apple,2024,manual,bigtech,mid,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Does adding an outlier change the mean or median more?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
What is linear regression?,Data Analyst,Data Analyst Intern,"Apple, Meta, PayPal, Quantiphi, Samsung, Schroders, Tata Consultancy Services, WorldQuant",2024,manual,bigtech,junior,General CS,"Linear regression is a fundamental concept in computer science explaining how a component or system works.
Include definition, working and example for full marks.",Identify the main concept in: 'What is linear regression?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
What characterization methods have you used in your previous experiences?,QA/Testing,Test Engineer,Apple,2024,manual,bigtech,mid,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'What characterization methods have you used in your previous experiences?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you compare and contrast the advantages and disadvantages of using java sql databases versus alternative database technologies?,Software Engineer,Software Engineer,Apple,2024,manual,bigtech,mid,DBMS,"Advantages:
• Improves efficiency
• Reduces manual effort
• Reliable and scalable",Identify the main concept in: 'Can you compare and contrast the advantages and disadvantages of using java sql databases versus alternative database te'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
What are some common java sql database design patterns and how do they enforce data integrity and consistency?,Software Engineer,Software Engineer,Apple,2024,manual,bigtech,mid,DBMS,"A DBMS is software that manages databases and allows storing, retrieving, updating and securing data efficiently.
It ensures data integrity, security and concurrency control.
Examples: MySQL, PostgreSQL, Oracle.",Identify the main concept in: 'What are some common java sql database design patterns and how do they enforce data integrity and consistency?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
How do you handle transactions and concurrency in a java sql database environment?,Software Engineer,Software Engineer,Apple,2024,manual,bigtech,mid,DBMS,"A DBMS is software that manages databases and allows storing, retrieving, updating and securing data efficiently.
It ensures data integrity, security and concurrency control.
Examples: MySQL, PostgreSQL, Oracle.",Identify the main concept in: 'How do you handle transactions and concurrency in a java sql database environment?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Explain the difference between 'final' and 'finalize' in Java.,QA/Testing,QA Automation Engineer,Apple,2016,manual,bigtech,mid,General CS,"Key Differences:
• Definition and purpose differ
• Usage scenarios are different
• Performance/behavior varies
Provide one example for each.",Identify the main concept in: 'Explain the difference between 'final' and 'finalize' in Java.'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
How do you search for locators on a webpage? Have you used any tools for this?,QA/Testing,QA Automation Engineer,Apple,2016,manual,bigtech,mid,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'How do you search for locators on a webpage? Have you used any tools for this?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you explain some common Linux commands?,Site Reliability Engineer,Site Reliability Engineer,"Apple, Tech Mahindra",2016,manual,bigtech,mid,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Can you explain some common Linux commands?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
What is the purpose of the pass statement in Python?,QA/Testing,QA Automation Engineer,Apple,2016,manual,bigtech,mid,General CS,"The purpose of the pass statement in python is a fundamental concept in computer science explaining how a component or system works.
Include definition, working and example for full marks.",Identify the main concept in: 'What is the purpose of the pass statement in Python?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you demonstrate your proficiency with command line tasks?,Software Engineer,Software Engineer,Apple,2016,manual,bigtech,mid,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Can you demonstrate your proficiency with command line tasks?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you describe a git workflow?,DevOps Engineer,Devops Engineer,Apple,2019,manual,bigtech,mid,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Can you describe a git workflow?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you find the index at which the sum of the left half of the array is equal to the right half?,ML & Data,Data Scientist,Apple,2019,manual,bigtech,mid,DSA,"It is a data structure/algorithm used to organize and process data efficiently to reduce time complexity and improve performance.
Common operations include insert, delete, search and traversal.",Identify the main concept in: 'Can you find the index at which the sum of the left half of the array is equal to the right half?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you explain encryption and hashing algorithms?,Cybersecurity Engineer,Security,Apple,2019,manual,bigtech,mid,DSA,"It is a data structure/algorithm used to organize and process data efficiently to reduce time complexity and improve performance.
Common operations include insert, delete, search and traversal.",Identify the main concept in: 'Can you explain encryption and hashing algorithms?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you explain your experience with software engineering and web development?,Software Engineer,Software Engineer,Apple,2019,manual,bigtech,mid,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Can you explain your experience with software engineering and web development?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
What is the relationship between range and rate in wireless communication?,QA/Testing,GPS Field Test Engineer,Apple,2014,manual,bigtech,mid,Computer Networks,"This is a networking concept enabling communication between computers over a network using standardized protocols.
It ensures reliable data transmission and addressing between devices.",Identify the main concept in: 'What is the relationship between range and rate in wireless communication?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you discuss CDMA and its significance in wireless communication?,QA/Testing,GPS Field Test Engineer,Apple,2014,manual,bigtech,mid,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Can you discuss CDMA and its significance in wireless communication?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
What is IIP3 in the context of wireless communication?,QA/Testing,GPS Field Test Engineer,Apple,2014,manual,bigtech,mid,Computer Networks,"This is a networking concept enabling communication between computers over a network using standardized protocols.
It ensures reliable data transmission and addressing between devices.",Identify the main concept in: 'What is IIP3 in the context of wireless communication?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Explain the concept of 3dB compression in wireless communication.,QA/Testing,GPS Field Test Engineer,Apple,2014,manual,bigtech,mid,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Explain the concept of 3dB compression in wireless communication.'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
How would you speed up a typical bit reversal algorithm?,Software Engineer,Software Engineer,Apple,2014,manual,bigtech,mid,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'How would you speed up a typical bit reversal algorithm?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you explain what OFDM is?,Systems Engineer,Wireless Systems Engineer,Apple,2020,manual,bigtech,mid,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Can you explain what OFDM is?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
What is a fading channel model and how does it impact communication?,Systems Engineer,Wireless Systems Engineer,Apple,2020,manual,bigtech,mid,General CS,"A fading channel model and how does it impact communication is a fundamental concept in computer science explaining how a component or system works.
Include definition, working and example for full marks.",Identify the main concept in: 'What is a fading channel model and how does it impact communication?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
What is BER (Bit Error Rate) and how is it calculated?,Systems Engineer,Wireless Systems Engineer,Apple,2020,manual,bigtech,mid,General CS,"Ber (bit error rate) and how is it calculated is a fundamental concept in computer science explaining how a component or system works.
Include definition, working and example for full marks.",Identify the main concept in: 'What is BER (Bit Error Rate) and how is it calculated?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Have you ever used React?,Software Engineer,Web Developer,Apple,2020,manual,bigtech,mid,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Have you ever used React?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you explain the concept of binary tree?,Software Engineer,Software Developer,"Amazon, Apple, BYJU's",2023,manual,bigtech,mid,DSA,"It is a data structure/algorithm used to organize and process data efficiently to reduce time complexity and improve performance.
Common operations include insert, delete, search and traversal.",Identify the main concept in: 'Can you explain the concept of binary tree?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
What is DFS (Depth First Search) and how is it used in coding?,Software Engineer,Software Developer,Apple,2023,manual,bigtech,mid,General CS,"Dfs (depth first search) and how is it used in coding is a fundamental concept in computer science explaining how a component or system works.
Include definition, working and example for full marks.",Identify the main concept in: 'What is DFS (Depth First Search) and how is it used in coding?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Explain what a p-value is.,ML & Data,Data Scientist Intern,Apple,2023,manual,bigtech,junior,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Explain what a p-value is.'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Discuss the difference between WHERE and HAVING clauses.,ML & Data,Data Scientist Intern,Apple,2023,manual,bigtech,junior,General CS,"Key Differences:
• Definition and purpose differ
• Usage scenarios are different
• Performance/behavior varies
Provide one example for each.",Identify the main concept in: 'Discuss the difference between WHERE and HAVING clauses.'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you discuss the differences between knowledge distillation and Pruning in autoregressive models?,Software Engineer,Software Engineering Intern,Apple,2023,manual,bigtech,junior,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Can you discuss the differences between knowledge distillation and Pruning in autoregressive models?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Explain the concept of LRU Caching.,Software Engineer,Software Engineering Intern,Apple,2023,manual,bigtech,junior,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Explain the concept of LRU Caching.'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
What are the advantages and disadvantages of multithreading?,Software Engineer,Java Software Engineer,Apple,2019,manual,bigtech,mid,Operating System,"Advantages:
• Improves efficiency
• Reduces manual effort
• Reliable and scalable",Identify the main concept in: 'What are the advantages and disadvantages of multithreading?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Define and implement two functions to count unique log entries based on defined criteria.,Software Engineer,Sr. Software Engineer,Apple,2022,manual,bigtech,senior,General CS,"The concept is a fundamental concept in computer science explaining how a component or system works.
Include definition, working and example for full marks.",Identify the main concept in: 'Define and implement two functions to count unique log entries based on defined criteria.'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you describe HSV values and explain why they are useful?,ML & Data,Computer Vision Engineer,Apple,2022,manual,bigtech,mid,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Can you describe HSV values and explain why they are useful?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Explain what closure is and provide an example of how it works.,Software Engineer,Sr. Software Engineer,Apple,2022,manual,bigtech,senior,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Explain what closure is and provide an example of how it works.'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you explain how you would design a messaging system with different failover scenarios?,Software Engineer,Software Engineer,Apple,2022,manual,bigtech,mid,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Can you explain how you would design a messaging system with different failover scenarios?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
How would you optimize a factorial program?,Software Engineer,Software Engineer,Apple,2022,manual,bigtech,mid,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'How would you optimize a factorial program?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you explain the concept of regression?,Full Stack Developer,Full Stack Developer,Apple,2022,manual,bigtech,mid,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Can you explain the concept of regression?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
What is your experience with BFS and DFS?,Full Stack Developer,Full Stack Developer,Apple,2022,manual,bigtech,mid,General CS,"Your experience with bfs and dfs is a fundamental concept in computer science explaining how a component or system works.
Include definition, working and example for full marks.",Identify the main concept in: 'What is your experience with BFS and DFS?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Have you worked on designing a multithreading system?,Full Stack Developer,Full Stack Developer,Apple,2022,manual,bigtech,mid,Operating System,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Have you worked on designing a multithreading system?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you make a one-way linked list?,Software Engineer,Programmer,Apple,2022,manual,bigtech,mid,DSA,"It is a data structure/algorithm used to organize and process data efficiently to reduce time complexity and improve performance.
Common operations include insert, delete, search and traversal.",Identify the main concept in: 'Can you make a one-way linked list?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you describe the process of implementing a callback function in C?,QA/Testing,Software Test Engineer,Apple,2022,manual,bigtech,mid,Operating System,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Can you describe the process of implementing a callback function in C?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Explain the concept of data structures and algorithms and how they are important in software development.,Software Engineer,Software Engineer,Apple,2022,manual,bigtech,mid,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Explain the concept of data structures and algorithms and how they are important in software development.'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
What is your familiarity with MongoDB?,Product Manager,Senior Product Manager - Digital,"Apple, Sephora SEA",2020,manual,bigtech,senior,General CS,"Your familiarity with mongodb is a fundamental concept in computer science explaining how a component or system works.
Include definition, working and example for full marks.",Identify the main concept in: 'What is your familiarity with MongoDB?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Explain the advantages and disadvantages of SPI over I2C.,Software Engineer,Software Development Engineer,Apple,2020,manual,bigtech,mid,General CS,"Advantages:
• Improves efficiency
• Reduces manual effort
• Reliable and scalable",Identify the main concept in: 'Explain the advantages and disadvantages of SPI over I2C.'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
"How do you set a matrix to zero in a matrix from LeetCode, considering time complexity and space complexity?",Software Engineer,Software Development Engineer,Apple,2020,manual,bigtech,mid,General CS,"Write a structured answer:
Definition → Working → Example → Use-case","Identify the main concept in: 'How do you set a matrix to zero in a matrix from LeetCode, considering time complexity and space complexity?'. What problem does it solve?","Answer in 3 parts: definition, working, and example."
Discuss the architecture and components required to build a real-time chat application.,Full Stack Developer,Fullstack Developer,Apple,2021,manual,bigtech,mid,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Discuss the architecture and components required to build a real-time chat application.'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Explain the steps you would take to optimize the performance of a database query that is running slow.,Full Stack Developer,Fullstack Developer,Apple,2021,manual,bigtech,mid,DBMS,"A DBMS is software that manages databases and allows storing, retrieving, updating and securing data efficiently.
It ensures data integrity, security and concurrency control.
Examples: MySQL, PostgreSQL, Oracle.",Identify the main concept in: 'Explain the steps you would take to optimize the performance of a database query that is running slow.'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Have you worked with Splunk before?,Software Engineer,Software Engineer,"Apple, UKG (Ultimate Kronos Group)",2021,manual,bigtech,mid,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Have you worked with Splunk before?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you design a highly available and fault-tolerant architecture for a multi-region application?,Software Engineer,Senior Software Engineer (Ic4),Apple,2023,manual,bigtech,mid,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Can you design a highly available and fault-tolerant architecture for a multi-region application?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Do you have experience with data modeling?,Data Engineer,Data Engineer,"Apple, Optum",2021,manual,bigtech,mid,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Do you have experience with data modeling?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
What coding challenges did you encounter during the interview?,Software Engineer,Software Engineer,"Apple, Cognizant",2022,manual,bigtech,mid,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'What coding challenges did you encounter during the interview?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
"What are C, volatile, static, and const?",QA/Testing,Software Test Engineer,Apple,2018,manual,bigtech,mid,General CS,"Write a structured answer:
Definition → Working → Example → Use-case","Identify the main concept in: 'What are C, volatile, static, and const?'. What problem does it solve?","Answer in 3 parts: definition, working, and example."
What is the difference between logistic regression and a single layer single unit neural network?,Algorithm Engineer,Algorithm Engineer,Apple,2018,manual,bigtech,mid,Computer Networks,"Key Differences:
• Definition and purpose differ
• Usage scenarios are different
• Performance/behavior varies
Provide one example for each.",Identify the main concept in: 'What is the difference between logistic regression and a single layer single unit neural network?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
What is the difference with FIR and IIR?,Algorithm Engineer,Algorithm Engineer,Apple,2018,manual,bigtech,mid,General CS,"The difference with fir and iir is a fundamental concept in computer science explaining how a component or system works.
Include definition, working and example for full marks.",Identify the main concept in: 'What is the difference with FIR and IIR?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you explain how to find the Least Common Ancestor of two nodes in a tree?,Software Engineer,Software Engineer,Apple,2018,manual,bigtech,mid,DSA,"It is a data structure/algorithm used to organize and process data efficiently to reduce time complexity and improve performance.
Common operations include insert, delete, search and traversal.",Identify the main concept in: 'Can you explain how to find the Least Common Ancestor of two nodes in a tree?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you explain the concept of maximizing profit in stock trading?,Software Engineer,Software Engineer,Apple,2021,manual,bigtech,mid,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Can you explain the concept of maximizing profit in stock trading?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you describe how you would sort two sorted arrays into a single array?,Software Engineer,Software Engineer,Apple,2021,manual,bigtech,mid,DSA,"It is a data structure/algorithm used to organize and process data efficiently to reduce time complexity and improve performance.
Common operations include insert, delete, search and traversal.",Identify the main concept in: 'Can you describe how you would sort two sorted arrays into a single array?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you explain what a self join is in SQL?,Data Engineer,Data Engineer,Apple,2021,manual,bigtech,mid,DBMS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Can you explain what a self join is in SQL?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you explain how recursion works and provide an example of implementing it in a function that doesn't already exist?,Software Engineer,Software Engineer,Apple,2021,manual,,,DSA,"It is a data structure/algorithm used to organize and process data efficiently to reduce time complexity and improve performance.
Common operations include insert, delete, search and traversal.",Identify the main concept in: 'Can you explain how recursion works and provide an example of implementing it in a function that doesn't already exist?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Explain synchronization techniques you have used.,iOS Developer,IOS GPU Driver Engineer,Apple,2018,manual,bigtech,mid,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Explain synchronization techniques you have used.'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
What data structure would you use to represent a file structure that is zipped?,Software Engineer,Software Engineer,Apple,2018,manual,bigtech,mid,Computer Networks,"This is a networking concept enabling communication between computers over a network using standardized protocols.
It ensures reliable data transmission and addressing between devices.",Identify the main concept in: 'What data structure would you use to represent a file structure that is zipped?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you explain how to print the file structure with proper indentation?,Software Engineer,Software Engineer,Apple,2018,manual,bigtech,mid,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Can you explain how to print the file structure with proper indentation?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
What is aliasing and how does it affect digital communications?,QA/Testing,RF Test Engineer,Apple,2018,manual,bigtech,mid,General CS,"Aliasing and how does it affect digital communications is a fundamental concept in computer science explaining how a component or system works.
Include definition, working and example for full marks.",Identify the main concept in: 'What is aliasing and how does it affect digital communications?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you provide examples of product design projects you have worked on?,Product Manager,Senior Product Manager,Apple,2018,manual,bigtech,senior,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Can you provide examples of product design projects you have worked on?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
How do you estimate project timelines and budgets?,Product Manager,Senior Product Manager,Apple,2018,manual,bigtech,senior,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'How do you estimate project timelines and budgets?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Explain how you would debug hash table code.,Software Engineer,Associate Software Engineer,Apple,2022,manual,bigtech,junior,DSA,"It is a data structure/algorithm used to organize and process data efficiently to reduce time complexity and improve performance.
Common operations include insert, delete, search and traversal.",Identify the main concept in: 'Explain how you would debug hash table code.'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
How would you approach adding a feature to an existing codebase?,Software Engineer,Associate Software Engineer,Apple,2022,manual,bigtech,junior,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'How would you approach adding a feature to an existing codebase?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
How would you test a semaphore?,QA/Testing,QA Automation Engineer,Apple,2022,manual,bigtech,mid,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'How would you test a semaphore?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
What experience do you have with deployment processes?,Software Engineer,Software Engineer,Apple,2022,manual,bigtech,mid,Operating System,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'What experience do you have with deployment processes?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Explain how you would design a distributed system to manage petrol stations.,Software Engineer,Software Engineer,Apple,2022,manual,bigtech,mid,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Explain how you would design a distributed system to manage petrol stations.'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
What data metrics would you try to collect in a certain scenario?,Data Engineer,Data Engineer,Apple,2022,manual,bigtech,mid,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'What data metrics would you try to collect in a certain scenario?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
What is overfitting in machine learning?,ML & Data,Data Scientist,"Apple, Expedia Group, SAP, Verizon",2017,manual,bigtech,mid,General CS,"Overfitting in machine learning is a fundamental concept in computer science explaining how a component or system works.
Include definition, working and example for full marks.",Identify the main concept in: 'What is overfitting in machine learning?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you create a linked list?,Software Engineer,Senior Java Developer,"Apple, NVIDIA, Siemens",2017,manual,bigtech,senior,DSA,"It is a data structure/algorithm used to organize and process data efficiently to reduce time complexity and improve performance.
Common operations include insert, delete, search and traversal.",Identify the main concept in: 'Can you create a linked list?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you explain advanced Hibernate concepts?,Software Engineer,Senior Java Developer,Apple,2017,manual,bigtech,senior,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Can you explain advanced Hibernate concepts?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
What are some typical algorithms and data structures you are familiar with?,Software Engineer,Software Engineer,Apple,2017,manual,bigtech,mid,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'What are some typical algorithms and data structures you are familiar with?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Write a Java program to replace a new string in place of an old string in an input string.,QA/Testing,Software QA Engineer,Apple,2017,manual,bigtech,mid,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Write a Java program to replace a new string in place of an old string in an input string.'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you describe any issues you see in the code in front of you?,iOS Developer,IOS Developer,Apple,2021,manual,bigtech,mid,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Can you describe any issues you see in the code in front of you?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you explain the difference between 64-bit and 32-bit addressing?,Software Engineer,Software Engineer,Apple,2013,manual,bigtech,mid,General CS,"Key Differences:
• Definition and purpose differ
• Usage scenarios are different
• Performance/behavior varies
Provide one example for each.",Identify the main concept in: 'Can you explain the difference between 64-bit and 32-bit addressing?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
Can you explain what semaphores are?,Software Engineer,Software Engineer,Apple,2013,manual,bigtech,mid,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'Can you explain what semaphores are?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
How would you test a specific feature/functionality?,QA/Testing,QA Engineer,Apple,2021,manual,bigtech,mid,General CS,"Write a structured answer:
Definition → Working → Example → Use-case",Identify the main concept in: 'How would you test a specific feature/functionality?'. What problem does it solve?,"Answer in 3 parts: definition, working, and example."
